Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Módulo Dental Programa de Salud Oral de Talca;Talca;Calle;360;1 sur 360;712635898;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Talca 1;Talca;Calle;1601;Uno Norte;227638962;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Nuevo Horizonte;Talca;Calle;S/N;23 Oriente 5 Norte;712635846;NO;No Aplica;No Aplica
Centro La Escalera;Talca;Calle;2745;17 Norte;712213016;NO;No Aplica;No Aplica
Unidad de Salud Funcionario S.S Del Maule;Talca;Calle;963;1 Norte;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Del Maule);Talca;Calle;963;1 Norte;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Del Maule);Talca;Calle;963;1 Norte;Pendiente;NO;No Aplica;No Aplica
Clínica Infantil;Talca;Calle;1280;2 Oriente;Pendiente;NO;No Aplica;No Aplica
Centro Médico Cordillera;Talca;Calle;1361;10 Oriente;Pendiente;NO;No Aplica;No Aplica
Centro Reproductivo Regional de Sangre;Talca;Calle;S/N;1 Norte;712209240;NO;No Aplica;No Aplica
Laboratorio Clínico Talca;Talca;Avenida;99;Isidoro del Solar;712614120;NO;No Aplica;No Aplica
Laboratorio Inmunomedica;Talca;Calle;360;2 Norte;712217814;NO;No Aplica;No Aplica
Laboratorio Clínico Biomolecular;Talca;Calle;641;2 Norte;Pendiente;NO;No Aplica;No Aplica
MegaSalud S.A Centro Médico y Dental Talca;Talca;Calle;1369;1 Poniente;712228089;NO;No Aplica;No Aplica
Policlínico de Funcionarios de Gendarmería de Chile - Talca;Talca;Calle;520;4 Norte;712533196;NO;No Aplica;No Aplica
Laboratorio Clínico Bionet S.A. - Talca;Talca;Calle;1372;2 Poniente;712209907;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC Talca;Talca;Calle;1372;2 Poniente;712227481;NO;No Aplica;No Aplica
Clínica Regional Lircay;Talca;Calle;1372;2 Poniente;712209902;NO;No Aplica;No Aplica
Laboratorio Clínico Ximena Gonzalez (LABXG);Talca;Calle;1380;2 Poniente, Oficina Nº 307;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Loncomilla (Talca);Talca;Calle;1383;2 Poniente;712228038;NO;No Aplica;No Aplica
Laboratorio Clínica del Maule;Talca;Calle;1650;4 Norte;Pendiente;NO;No Aplica;No Aplica
Asociación Chilena de Seguridad AChS Talca;Talca;Calle;1610;4 Norte;712201401;NO;No Aplica;No Aplica
Policlínico Centro de Cumplimiento Penitenciario de Talca;Talca;Calle;550;4 Norte;712533511;NO;No Aplica;No Aplica
Posta de Salud Rural El Manzano (Pelarco );Pelarco;Calle;S/N;Sector El Manzano;711971598;NO;No Aplica;No Aplica
Centro Médico y Dental de Carabineros de Chile VII Zona Maule;Talca;Calle;687;4 Norte;712971042;NO;No Aplica;No Aplica
Centro de Salud Familiar Bicentenario;Talca;Calle;3320;Ramadillas de Lircay N°;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Faustino González;Talca;Calle;2360;17 Oriente;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Faustino González;Talca;Calle;2096;14 Oriente;Pendiente;NO;No Aplica;No Aplica
Clínica Enferdial;Talca;Calle;2010;1 Norte;712244360;NO;No Aplica;No Aplica
Posta de Salud Rural El Radal;Molina;Calle;S/N;Caserío El Radal;Pendiente;NO;No Aplica;No Aplica
SAPU José Dionisio Astaburuaga;Talca;Calle;1375;6 y 7 Oriente con 12 Norte;712227160;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar José Dionisio Astaburuaga;Talca;Calle;S/N;12 Norte;800500712;NO;No Aplica;No Aplica
Nexos Ltda.;Talca;Calle;S/N;13 Norte;712212863;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Lo Figueroa;Pencahue;Calle;S/N;Lo Figueroa;711970620;NO;No Aplica;No Aplica
Instituto Teletón Del Maule;Talca;Calle;S/N;Lircay;712417600;NO;No Aplica;No Aplica
SAR Las Américas;Talca;Calle;1355;19 ½ Norte;Pendiente;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar Las Américas;Talca;Calle;3000;19 Norte;712213742;NO;No Aplica;No Aplica
SUR Pencahue;Pencahue;Calle;148;Fernando Parot Silva;711971379;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Pencahue;Pencahue;Calle;148;Fernando Parot Silva;711971379;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Rita;Pelarco;Calle;62;Sector Santa Rita;711971598;NO;No Aplica;No Aplica
Posta de Salud Rural Las Palmas de Toconey;Pencahue;Calle;S/N;Las Palmas de Toconey;711970552;NO;No Aplica;No Aplica
SUR Pelarco;Pelarco;Calle;50;Catedral;712657143;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Huencuecho;Pelarco;Calle;S/N;Sector Huencuecho;711971598;NO;No Aplica;No Aplica
Centro de Salud Familiar Pelarco;Pelarco;Calle;50;Catedral;712657143;NO;No Aplica;No Aplica
Posta de Salud Rural Carrizalillo (Constitución );Constitución;Calle;S/N;Caserío Carrizalillo;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Cerro Alto;Constitución;Calle;S/N;Diagonal;800500702;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Chacarillas;Constitución;Calle;1040;Piedra de la Iglesia;Pendiente;NO;No Aplica;No Aplica
Hospital de Constitución;Constitución;Calle;200;Hospital;712411900;SI;Urgencia Hospitalaria (UEH);No Aplica
Servicio Médico Legal Constitución;Constitución;Calle;200;Hospital, Interior;(71)671462;NO;No Aplica;No Aplica
Posta de Salud Rural Pangue Arriba;San Rafael;Calle;S/N;Pangue Arriba;Pendiente;NO;No Aplica;No Aplica
SAR Constitución;Constitución;Avenida;721;Santa María;712672934;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar Constitución;Constitución;Avenida;465;Santa María;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Biotec;Constitución;Avenida;716;Enrique Donn;Pendiente;NO;No Aplica;No Aplica
Asociación Chilena de Seguridad AChS Constitución;Constitución;Calle;615;Bulnes;Pendiente;NO;No Aplica;No Aplica
COSAM Ayelén;Constitución;Calle;595;Bulnes esquina Cruz;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Biovida E.I.R.L;Constitución;Calle;320-A;Portales;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Fischer;Constitución;Calle;372;O' Higgins;712672079;NO;No Aplica;No Aplica
Diálisis SERHOS;Constitución;Calle;211;Portales;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC Constitución;Constitución;Calle;580;Mac-Iver;712204700;NO;No Aplica;No Aplica
Posta de Salud Rural Batuco;Pencahue;Calle;S/N;Batuco;57986688;NO;No Aplica;No Aplica
SUR San Rafael;San Rafael;Avenida;S/N;Oriente;752310453;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar San Rafael (San Rafael);San Rafael;Avenida;S/N;Oriente;752310453;NO;No Aplica;No Aplica
Centro de Salud Familiar Cumpeo;Río Claro;Calle;S/N;Casimiro Sepúlveda;752661010;NO;No Aplica;No Aplica
SUR Río Claro;Río Claro;Calle;S/N;Casimiro Sepúlveda;752661010;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Botalcura;Pencahue;Calle;S/N;Botalcura;711970543;NO;No Aplica;No Aplica
Posta de Salud Rural Gualleco;Curepto;Calle;S/N;Aldea Gualleco;62075333;NO;No Aplica;No Aplica
Posta de Salud Rural Coipué (Curepto);Curepto;Calle;S/N;Sector Coipué;56581256;NO;No Aplica;No Aplica
Posta de Salud Rural El Bolsico;Río Claro;Calle;S/N;Aldea El Bolsico;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Camarico (Río Claro);Río Claro;Calle;S/N;Aldea Camarico;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Robles (Río Claro);Río Claro;Calle;S/N;Caserío Los Robles;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Putú;Constitución;Calle;S/N;Aldea Putú;Pendiente;NO;No Aplica;No Aplica
SUR Putu;Constitución;Calle;S/N;Aldea Putú;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Peñaflor;Río Claro;Calle;S/N;Caserío Peñaflor;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Yacal;Molina;Calle;S/N;Caserío El Yacal;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Rapilermo;Curepto;Calle;S/N;Sector Rapilermo;62075334;NO;No Aplica;No Aplica
Posta de Salud Rural Potrero Grande;Curicó;Calle;S/N;Sector Potrero Grande;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Tres Esquinas (Molina);Molina;Calle;S/N;Caserío Tres Esquinas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Porvenir;Río Claro;Calle;S/N;Aldea Porvenir;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Itahue;Molina;Calle;S/N;Pueblo Itahue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Upeo;Curicó;Calle;S/N;Caserío Upeo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Cordillerilla;Curicó;Calle;S/N;Sector Cordillerilla;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pichingal;Molina;Calle;S/N;Aldea Pichingal;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Huaquén (Curepto);Curepto;Calle;S/N;Aldea Huaquén;62075338;NO;No Aplica;No Aplica
Posta de Salud Rural Las Lomas (Curepto);Curepto;Calle;S/N;Sector Las Lomas;96510234;NO;No Aplica;No Aplica
Laboratorio Clínico Santa María;Molina;Avenida;1432;Luis Cruz Martínez;Pendiente;NO;No Aplica;No Aplica
Nefrodial Molina;Curicó;Avenida;1525;Centenario;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Estancilla;Curepto;Calle;S/N;Sector Estancilla;62075337;NO;No Aplica;No Aplica
Hospital de Molina;Molina;Avenida;2768;Luis Cruz Martínez;752565200;SI;Urgencia Hospitalaria (UEH);No Aplica
SUR Villa Prat;Sagrada Familia;Calle;S/N;Principal;752565340;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Villa Prat;Sagrada Familia;Calle;S/N;Principal;752565340;NO;No Aplica;No Aplica
Hospital de Curepto;Curepto;Calle;24;Pedro Antonio González;752565600;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Chequenlemu;Curicó;Calle;S/N;Sector Chequenlemu;Pendiente;NO;No Aplica;No Aplica
SUR La Huerta de Hualañé;Hualañé;Calle;S/N;Aldea La Huerta;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural La Huerta;Hualañé;Calle;S/N;Sector La Huerta;98798862;NO;No Aplica;No Aplica
SUR Los Niches;Curicó;Calle;S/N;Villa Sta Elena;752510646;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Los Niches;Curicó;Calle;S/N;Villa Sta Elena;752510646;NO;No Aplica;No Aplica
Posta de Salud Rural Los Quillayes (Sagrada Familia);Sagrada Familia;Calle;S/N;Los Quillayes;82343355;NO;No Aplica;No Aplica
Centro de Salud Familiar Lontué;Molina;Avenida;S/N;Hospital;752471055;NO;No Aplica;No Aplica
SUR Lontue;Molina;Avenida;S/N;Hospital;752471055;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural La Obra (Curicó);Curicó;Calle;S/N;Sector La Obra;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Rosa (Sagrada Familia);Sagrada Familia;Calle;S/N;Ulices Correa S/N Santa Rosa;752471701;NO;No Aplica;No Aplica
Posta de Salud Rural Palquibudi;Rauco;Calle;S/N;Camino Público - Palquibudi;42750292;NO;No Aplica;No Aplica
Posta de Salud Rural Limávida;Curepto;Calle;S/N;Sector Limávida;62075340;NO;No Aplica;No Aplica
Posta de Salud Rural Lora;Licantén;Calle;S/N;Aldea Lora;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Calpún;Curepto;Calle;S/N;Sector Calpún;62075335;NO;No Aplica;No Aplica
Posta de Salud Rural El Peumal;Romeral;Calle;S/N;Caserío El Peumal;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Porvenir;Curicó;Calle;S/N;Aldea El Porvenir;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Queñes;Romeral;Calle;S/N;Aldea Los Queñes;Pendiente;NO;No Aplica;No Aplica
SAR Aguas Negras;Curicó;Avenida;455;Balmaceda;Pendiente;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar Sagrada Familia;Sagrada Familia;Calle;S/N;Presbitero Tomas Corres;752451009;NO;No Aplica;No Aplica
SUR Sagrada Familia;Sagrada Familia;Calle;S/N;Presbitero Tomas Corres;752451009;SI;Urgencia Ambulatoria (SUR);No Aplica
Servicio Médico Legal Curicó;Curicó;Avenida;190.8;Manso de Velasco Km 190,8 ruta 5, entrada sur de Curicó;(75)318696;NO;No Aplica;No Aplica
Centro de Hemodiálisis Independencia Ltda.;Curicó;Calle;745;Chacabuco;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Prosperidad;Curicó;Calle;455;Monte Patria;752566450;NO;No Aplica;No Aplica
Centro de Salud Familiar Miguel Ángel Arenas López;Curicó;Avenida;179;Balmaceda;800500705;NO;No Aplica;No Aplica
Consultorio Prefectura Carabineros Curicó;Curicó;Calle;610;San Martín;752275025;NO;No Aplica;No Aplica
Hospital San Juan de Dios (Curicó);Curicó;Calle;121;Chacabuco;752565900;SI;Urgencia Hospitalaria (UEH);No Aplica
Vacunatorio y Sala de Procedimientos Dhilcia Herlitz Maripangui;Curicó;Avenida;420;San Martin, Oficina 1 y 6;956083266;NO;No Aplica;No Aplica
Hemodiálisis Curicó S.A.;Curicó;Calle;253;Chacabuco;Pendiente;NO;No Aplica;No Aplica
Centro de Dialisis Curicó;Curicó;Avenida;767;Villota;Pendiente;NO;No Aplica;No Aplica
Asociación Chilena de Seguridad AChS Curicó;Curicó;Calle;321;Carmen;752318159;NO;No Aplica;No Aplica
Vacunatorio Noemí Pérez;Curicó;Calle;475;Yungay;752318474;NO;No Aplica;No Aplica
Laboratorio Clínico Bioanálysis;Curicó;Calle;565;Manuel Rodríguez;752314004;NO;No Aplica;No Aplica
Laboratorio Clínico Médicos Asociados de Curicó;Curicó;Calle;590;Peña;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico y Hematológico María Cecilia Besomi;Curicó;Calle;255;Merced, Local 12;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC Curicó;Curicó;Avenida;1191;España;752313036;NO;No Aplica;No Aplica
Laboratorio Clínico Biomex;Curicó;Calle;747;Membrillar;Pendiente;NO;No Aplica;No Aplica
Hospital de Licantén;Licantén;Avenida;685;Lautaro;752565760;SI;Urgencia Hospitalaria (UEH);No Aplica
Sanitos Vacunatorio y Centro de Salud Integral;Curicó;Calle;775;Carmen, Edificio Torre, Oficina 401;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Alemán;Curicó;Calle;378;Manuel Montt;752323749;NO;No Aplica;No Aplica
Laboratorio Clínico Alcántara;Curicó;Calle;357;Manuel Montt;752317359;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Curicó;Curicó;Calle;455;Manuel Montt, Local 104-105 A;227638962;NO;No Aplica;No Aplica
COSAMl Rayún;Curicó;Calle;1137;Población Río Elqui Callejón 11 de Septiembre;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Fundación Betania;Curicó;Calle;39;Camilo Henríquez;752312124;NO;No Aplica;No Aplica
Policlínico Centro de Cumplimiento Penitenciario de Curicó;Curicó;Avenida;35;Camilo Henriquez;752576505;NO;No Aplica;No Aplica
Posta de Salud Rural El Calabozo;Romeral;Calle;S/N;Sector El Calabozo;Pendiente;NO;No Aplica;No Aplica
SAR Bombero Garrido;Curicó;Calle;2075;Apóstol Andrés;Pendiente;SI;Urgencia ambulatoria (SAR);No Aplica
Policlínico Instituto de Seguridad del Trabajo de Curicó;Curicó;Avenida;2019;Alessandri;752333892;NO;No Aplica;No Aplica
SAPU Curicó Centro;Curicó;Calle;189;Freire;752324007;SI;Urgencia Ambulatoria (SAPU);Largo
Centro de Salud Familiar Curicó Centro;Curicó;Avenida;189;Freire;800500704;NO;No Aplica;No Aplica
Hospital de Hualañé;Hualañé;Avenida;402;Libertad;752565451;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro De Salud Familiar A.S. Betty Muñoz Arce (Ex Sol de Septiembre);Curicó;Calle;1550;Piloto Marcelo Oxilia;800500706;NO;No Aplica;No Aplica
Centro de Salud Familiar Colón;Curicó;Calle;S/N;Balmaceda;800500703;NO;No Aplica;No Aplica
Posta de Salud Rural El Manzano ( Teno);Teno;Calle;S/N;Sector El Manzano;975174956;NO;No Aplica;No Aplica
Posta de Salud Rural La Pesca;Licantén;Calle;S/N;Sector La Pesca;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Tutuquén;Curicó;Calle;S/N;Sector Tutuquén;Pendiente;NO;No Aplica;No Aplica
SUR Romeral;Romeral;Pasaje;196;Luis Saiz Romeral;752431024;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Romeral;Romeral;Pasaje;196;Luis Saiz Romeral;752431024;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Doña Carmen de Sarmiento;Curicó;Calle;579;Villa Doña Carmen Los Pensamientos;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Barba Rubia;Hualañé;Calle;S/N;Sector Barba Rubia;752544676;NO;No Aplica;No Aplica
Centro de Salud Familiar Sarmiento;Curicó;Calle;S/N;Volcán Calbuco;752351002;NO;No Aplica;No Aplica
SUR Sarmiento;Curicó;Calle;S/N;Volcán Calbuco;752351002;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Iloca;Licantén;Calle;S/N;Pueblo de Iloca;Pendiente;NO;No Aplica;No Aplica
SUR Iloca;Licanten;Calle;S/N;Pueblo de Iloca;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
SUR Rauco;Rauco;Avenida;S/N;Bernardo O'Higgins;752441230;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Rauco;Rauco;Avenida;S/N;Bernardo O'Higgins;752441230;NO;No Aplica;No Aplica
Posta de Salud Rural El Parrón;Rauco;Calle;S/N;Camino Público - El Parrón;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Blanca;Teno;Calle;S/N;Sector Santa Blanca;975174603;NO;No Aplica;No Aplica
Posta de Salud Rural Duao de Licantén;Licantén;Calle;S/N;Pueblo de Licantén;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Plumero;Rauco;Calle;S/N;Población Quicharco - Sector El Plumero;42750286;NO;No Aplica;No Aplica
SUR Vichuquén;Vichuquen;Calle;S/N;Luis Cruz Martínez;742400405;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Vichuquén;Vichuquén;Calle;S/N;Luis Cruz Martínez;742400405;NO;No Aplica;No Aplica
Hospital de Teno;Teno;Calle;S/N;Arturo Prat;752565510;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Espinalillo;Hualañé;Calle;S/N;Sector Espinalillo;752544675;NO;No Aplica;No Aplica
Posta de Salud Rural Lipimávida;Vichuquén;Calle;S/N;Caserío Limpimávida;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Comalle;Teno;Calle;S/N;Capellania;752454247;NO;No Aplica;No Aplica
Posta de Salud Rural Raúl Folleraux;Teno;Calle;S/N;Sector Raúl Folleraux;975174826;NO;No Aplica;No Aplica
Centro de Salud Familiar Morza;Teno;Calle;S/N;Sector Morza;752565350;NO;No Aplica;No Aplica
SUR Morza;Teno;Calle;S/N;Sector Morza;752565350;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Monterilla;Teno;Calle;S/N;Aldea Monterilla - El Eucaliptus;975174961;NO;No Aplica;No Aplica
Posta de Salud Rural Rarín;Vichuquén;Calle;S/N;Sector Rarín;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Llico de Vichuquén;Vichuquén;Calle;S/N;Pueblo de Llico;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Boyeruca;Vichuquén;Calle;S/N;Caserío Boyecura;Pendiente;NO;No Aplica;No Aplica
Clínica Móvil Preventiva Talca;Talca;No Aplica;S/N;27 sur 21 Poniente;712635898;NO;No Aplica;No Aplica
Clínica Fleming;Talca;Avenida;815;Colín;712254316;NO;No Aplica;No Aplica
Centro Be Fine;Talca;Calle;3817;5 norte;56936261842;NO;No Aplica;No Aplica
Laboratorio Clinico Loncomilla Ltda. 30 oriente;Talca;Calle;1546;30 oriente;712-746382;NO;No Aplica;No Aplica
Vacunatorio SANUS;Talca;Calle;4515;Camino la Viña;56968203297;NO;No Aplica;No Aplica
VACUNATORIO CAUQUENES;Cauquenes;Calle;241;CLAUDINA URRUTIA;975735119;NO;No Aplica;No Aplica
Laboratorio Clínico Inmunomédica;Linares;Calle;669;San Martin;987137449;NO;No Aplica;No Aplica
Centro de Hemodiálisis Parral - Sociedad Hemodíalisis Talca LTDA;Parral;Calle;930;Dieciocho;73 2 462918;NO;No Aplica;No Aplica
Intermédica División Dialisis Limitada Sucursal San Clemente;San Clemente;Calle;592;Manuel Rivera;71 2 435531;NO;No Aplica;No Aplica
Centro de Diálisis Intermédica División Diálisis LTDA;Cauquenes;Calle;781;Yungay;71 2 222548;NO;No Aplica;No Aplica
Centro de Dialisis Rengo Dial Sucursal Linares( Clinica Nefrologica del Maule);Linares;Calle;762;Yungay;73 2 472257;NO;No Aplica;No Aplica
Centro de Salud Familiar de Molina;Molina;Calle;2070;El Pinar;995195398;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Talca 3;Talca;Avenida;665;Colin (local 1);227638962;No;No Aplica;No Aplica
Laboratorio Clínico OREM SPA;Talca;Avenida;1285;Las Rastras, Centro Pichimapu, 2do Piso, oficina 209-2014;963002241;NO;No Aplica;No Aplica
Centro Médico Rauquén;Curicó;Calle;1801;Lyon 1801;752553340;No;No Aplica;No Aplica
