Nombre Oficial;Comuna;V�a;N�mero;Direcci�n;Tel�fono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Posta de Salud Rural Pe�uelas;Villa Alegre;Calle;S/N;Aldea Pe�uelas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Lagunillas ( Villa Alegre );Villa Alegre;Calle;S/N;Aldea Lagunillas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Maitencillo (Yerbas Buenas);Yerbas Buenas;Calle;S/N;Sector Maitencillo Adentro;56680258;NO;No Aplica;No Aplica
Posta de Salud Rural El Colo;Chanco;Calle;S/N;Sector El Colo;Pendiente;NO;No Aplica;No Aplica
SUR El Colorado;San Clemente;Calle;S/N;Aldea El Colorado;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural El Colorado;San Clemente;Calle;S/N;Aldea El Colorado;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Alquihue;San Javier;Calle;S/N;Sector Alquihue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Maule Sur;Colb�n;Calle;S/N;Aldea Maule Sur;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Sauce de San Javier;San Javier;Calle;S/N;Sector Pangal;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Loma de Las Tortillas;Villa Alegre;Calle;S/N;Loma de Las Tortillas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Orilla de Maule;Yerbas Buenas;Calle;S/N;Orilla del Maule kil�metro 4;56680264;NO;No Aplica;No Aplica
Posta de Salud Rural Pahuil;Chanco;Calle;S/N;Aldea Pahuil;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Carlos D�az Gidi;San Javier;Avenida;S/N;Chorrillos Sur;732633544;NO;No Aplica;No Aplica
SUR El Aromo;San Javier;Calle;S/N;Sector El Aromo;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro Comunitario de Salud Familiar San Pablo;San Javier;Calle;S/N;Enrique Ib��ez;732324931;NO;No Aplica;No Aplica
Posta de Salud Rural Maitenes;San Clemente;Calle;S/N;Caser�o Maitenes;Pendiente;NO;No Aplica;No Aplica
Nefrodi�lisis San Javier;San Javier;Calle;861;Brasil;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quilhuine;Chanco;Calle;S/N;Caser�o Quilhuine;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Villavicencio;San Javier;Calle;S/N;Sector Villavicencio;Pendiente;NO;No Aplica;No Aplica
Asociaci�n Chilena de Seguridad AChS San Javier;San Javier;Calle;1147;Chorrillos;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Buenos Aires;San Clemente;Calle;S/N;Aldea Buenos Aires;Pendiente;NO;No Aplica;No Aplica
Hospital Dr. Abel Fuentealba Lagos de San Javier;San Javier;Calle;1131;Riquelme;732566300;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Empedrado;Empedrado;Avenida;S/N;Bueras;712671583;NO;No Aplica;No Aplica
SUR Empedrado;Empedrado;Avenida;S/N;Bueras;712671583;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Loanco;Chanco;Calle;S/N;Sector Loanco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Rastrojos;San Javier;Calle;S/N;Caser�o Rastrojos;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Montes;San Clemente;Calle;S/N;Aldea Los Montes;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Aromo;San Javier;Calle;S/N;Sector El Aromo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Vilches;San Clemente;Calle;S/N;Caser�o Vilches Centro;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Chequ�n;San Clemente;Calle;S/N;Aldea Chequ�n;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Duao de Maule;Maule;Calle;S/N;Aldea Duao;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Corralones;San Clemente;Calle;S/N;Aldea Corralones;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Qui�ipeumo;Maule;Calle;S/N;Sector Qui�ipeumo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Peumal;San Javier;Calle;S/N;Sector Peumal;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Nirivilo;San Javier;Calle;S/N;Caser�o Nirivilo;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar San M�ximo;San Clemente;Calle;S/N;Villa Las Rosas San M�ximo;Pendiente;NO;No Aplica;No Aplica
SAR Luis Tobar Rojas;San Clemente;Avenida;S/N;Huamachuco;Pendiente;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar San Clemente;San Clemente;Calle;S/N;Los Espinos;712621250;NO;No Aplica;No Aplica
Posta de Salud Rural Pellines (Empedrado);Empedrado;Calle;S/N;Sector Pellines;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Mariposas;San Clemente;Calle;S/N;Aldea Mariposas;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Maule;Maule;Calle;580;Balmaceda;712631192;NO;No Aplica;No Aplica
SAPU Maule;Maule;Calle;580;Balmaceda;712631192;SI;Urgencia Ambulatoria (SAPU);Pendiente
COSAM Ra�ces de Maule;Maule;Calle;490;Balmaceda;712743208 - 712743210;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Chile Nuevo;San Clemente;Calle;S/N;Los Almendros;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Punta de Diamante;San Clemente;Calle;S/N;Caser�o Punta de Diamante;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Aurora;San Clemente;Calle;S/N;Jorge Alessandri;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Elena (San Clemente);San Clemente;Calle;S/N;Caser�o Santa Elena;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Las Lomas (San Clemente );San Clemente;Calle;S/N;Caser�o Las Lomas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Col�n;Maule;Calle;S/N;Aldea Col�n;Pendiente;NO;No Aplica;No Aplica
Policl�nico Centro de Cumplimiento Penitenciario Femenino de Talca;Talca;Km;9;Camino a San Clemente;712532952;NO;No Aplica;No Aplica
Posta de Salud Rural Mercedes;Talca;Calle;S/N;Sector Mercedes;Pendiente;NO;No Aplica;No Aplica
SUR Mercedes;Talca;Calle;S/N;Sector Mercedes;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Linares de Perales;Maule;Calle;S/N;Caser�o Linares de Perales;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Villa Francia;Maule;Calle;1038;29 Sur;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Las Ca�as;Constituci�n;Calle;S/N;Aldea Las Ca�as;Pendiente;NO;No Aplica;No Aplica
SUR Santa Olga;Constituci�n;Calle;S/N;Pueblo Santa Olga;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Santa Olga;Constituci�n;Calle;S/N;Pueblo Santa Olga;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Peumo Negro;San Clemente;Calle;S/N;Sector Peumo Negro;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Julio Contardo Urz�a;Talca;Calle;S/N;15 Sur con 10 Oriente;712411103;NO;No Aplica;No Aplica
SAPU Julio Contardo Urz�a;Talca;Calle;1630;15 Sur con 10 Oriente;712635835;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Comunitario de Salud Familiar Carlos Trupp;Talca;Calle;S/N;12 1/2 Sur con 30 Oriente;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Villa Magisterio;Talca;Calle;S/N;21 Poniente 27 Sur, Villa Magisterio;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Brilla el Sol;Talca;Pasaje;1250;12 � Sur;752412281;NO;No Aplica;No Aplica
Posta de Salud Rural Corinto;Pencahue;Calle;S/N;Corinto;711970554;NO;No Aplica;No Aplica
Centro de Salud Familiar Carlos Trupp;Talca;Calle;S/N;8 Sur;800500711;NO;No Aplica;No Aplica
SAPU Carlos Trupp;Talca;Calle;2995;30 Oriente 8 Sur;712635840;SI;Urgencia Ambulatoria (SAPU);Avanzado
Hospital Italiano;Talca;Avenida;3704;San Miguel;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Placeta;San Clemente;Calle;S/N;Caser�o La Placenta;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar La Florida;Talca;Avenida;S/N;Los Nogales;800500714;NO;No Aplica;No Aplica
COSAM Sin Fronteras Talca;Talca;Calle;963;1 Norte;712411681;NO;No Aplica;No Aplica
SAR La Florida;Talca;Avenida;S/N;Los Nogales, 14 Sur;712232023;SI;Urgencia ambulatoria (SAR);No Aplica
Centro Odontol�gico Uno Salud Dental Talca 2;Talca;Avenida;3050;San Miguel, Local 7 y 8;227638962;NO;No Aplica;No Aplica
Posta de Salud Rural Tanhuao;Pencahue;Calle;S/N;Tanhuao;Pendiente;NO;No Aplica;No Aplica
Vacunatorio y enfermer�a las Rastras;Talca;Calle;1546;30 oriente 1546 C, Edificio Las Rastras II, OF 501;+56984380897�;NO;No Aplica;No Aplica
Cl�nica Dental M�vil (Talca);Talca;Calle;936;1 Oriente;Pendiente;NO;No Aplica;No Aplica
Cl�nica Dental M�vil Pat. TJZ-938 (Talca);Talca;Calle;927;1 Poniente;Pendiente;NO;No Aplica;No Aplica
Cl�nica Dental M�vil Pat. TJZ-763 (Talca);Talca;Calle;927;1 Poniente;Pendiente;NO;No Aplica;No Aplica
Cl�nica Universidad Cat�lica Del Maule;Talca;Calle;1525;2 Sur;712635600;NO;No Aplica;No Aplica
Centro de especialidades medicas Aitue;Talca;Calle;1546;30 oriente;712981601;NO;No Aplica;No Aplica
Servicio M�dico Legal Talca;Talca;Calle;1147;13 Oriente;(71)243111 - 247894;NO;No Aplica;No Aplica
Nephrocare Chile S.A. Sucursal Talca;Talca;Calle;1970;1 Norte;Pendiente;NO;No Aplica;No Aplica
Integram�dica Talca;Talca;Calle;1546;1 Norte;Pendiente;NO;No Aplica;No Aplica
Hospital Dr. C�sar Garavagno Burotto (Talca);Talca;Calle;1990;1 Norte;712747000;SI;Urgencia Hospitalaria (UEH);No Aplica
CREA Chile;Talca;Calle;626;1 Sur;712212691;NO;No Aplica;No Aplica
M�dulo Dental Programa de Salud Oral de Talca;Talca;Calle;360;1 sur 360;712635898;NO;No Aplica;No Aplica
Centro Odontol�gico Uno Salud Dental Talca 1;Talca;Calle;1601;Uno Norte;227638962;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Nuevo Horizonte;Talca;Calle;S/N;23 Oriente 5 Norte;712635846;NO;No Aplica;No Aplica
Centro La Escalera;Talca;Calle;2745;17 Norte;712213016;NO;No Aplica;No Aplica
Unidad de Salud Funcionario S.S Del Maule;Talca;Calle;963;1 Norte;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Direcci�n del Servicio para apoyo de la Red (S.S Del Maule);Talca;Calle;963;1 Norte;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Del Maule);Talca;Calle;963;1 Norte;Pendiente;NO;No Aplica;No Aplica
Cl�nica Infantil;Talca;Calle;1280;2 Oriente;Pendiente;NO;No Aplica;No Aplica
Centro M�dico Cordillera;Talca;Calle;1361;10 Oriente;Pendiente;NO;No Aplica;No Aplica
Centro Reproductivo Regional de Sangre;Talca;Calle;S/N;1 Norte;712209240;NO;No Aplica;No Aplica
Laboratorio Cl�nico Talca;Talca;Avenida;99;Isidoro del Solar;712614120;NO;No Aplica;No Aplica
Laboratorio Inmunomedica;Talca;Calle;360;2 Norte;712217814;NO;No Aplica;No Aplica
Laboratorio Cl�nico Biomolecular;Talca;Calle;641;2 Norte;Pendiente;NO;No Aplica;No Aplica
MegaSalud S.A Centro M�dico y Dental Talca;Talca;Calle;1369;1 Poniente;712228089;NO;No Aplica;No Aplica
Policl�nico de Funcionarios de Gendarmer�a de Chile - Talca;Talca;Calle;520;4 Norte;712533196;NO;No Aplica;No Aplica
Laboratorio Cl�nico Bionet S.A. - Talca;Talca;Calle;1372;2 Poniente;712209907;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC Talca;Talca;Calle;1372;2 Poniente;712227481;NO;No Aplica;No Aplica
Cl�nica Regional Lircay;Talca;Calle;1372;2 Poniente;712209902;NO;No Aplica;No Aplica
Laboratorio Cl�nico Ximena Gonzalez (LABXG);Talca;Calle;1380;2 Poniente, Oficina N� 307;Pendiente;NO;No Aplica;No Aplica
Laboratorio Cl�nico Loncomilla (Talca);Talca;Calle;1383;2 Poniente;712228038;NO;No Aplica;No Aplica
Laboratorio Cl�nica del Maule;Talca;Calle;1650;4 Norte;Pendiente;NO;No Aplica;No Aplica
Asociaci�n Chilena de Seguridad AChS Talca;Talca;Calle;1610;4 Norte;712201401;NO;No Aplica;No Aplica
Policl�nico Centro de Cumplimiento Penitenciario de Talca;Talca;Calle;550;4 Norte;712533511;NO;No Aplica;No Aplica
Posta de Salud Rural El Manzano (Pelarco );Pelarco;Calle;S/N;Sector El Manzano;711971598;NO;No Aplica;No Aplica
Centro M�dico y Dental de Carabineros de Chile VII Zona Maule;Talca;Calle;687;4 Norte;712971042;NO;No Aplica;No Aplica
Centro de Salud Familiar Bicentenario;Talca;Calle;3320;Ramadillas de Lircay N�;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Faustino Gonz�lez;Talca;Calle;2360;17 Oriente;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Faustino Gonz�lez;Talca;Calle;2096;14 Oriente;Pendiente;NO;No Aplica;No Aplica
Cl�nica Enferdial;Talca;Calle;2010;1 Norte;712244360;NO;No Aplica;No Aplica
Posta de Salud Rural El Radal;Molina;Calle;S/N;Caser�o El Radal;Pendiente;NO;No Aplica;No Aplica
SAPU Jos� Dionisio Astaburuaga;Talca;Calle;1375;6 y 7 Oriente con 12 Norte;712227160;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Jos� Dionisio Astaburuaga;Talca;Calle;S/N;12 Norte;800500712;NO;No Aplica;No Aplica
Nexos Ltda.;Talca;Calle;S/N;13 Norte;712212863;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Lo Figueroa;Pencahue;Calle;S/N;Lo Figueroa;711970620;NO;No Aplica;No Aplica
Instituto Telet�n Del Maule;Talca;Calle;S/N;Lircay;712417600;NO;No Aplica;No Aplica
SAR Las Am�ricas;Talca;Calle;1355;19 � Norte;Pendiente;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar Las Am�ricas;Talca;Calle;3000;19 Norte;712213742;NO;No Aplica;No Aplica
SUR Pencahue;Pencahue;Calle;148;Fernando Parot Silva;711971379;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Pencahue;Pencahue;Calle;148;Fernando Parot Silva;711971379;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Rita;Pelarco;Calle;62;Sector Santa Rita;711971598;NO;No Aplica;No Aplica
Posta de Salud Rural Las Palmas de Toconey;Pencahue;Calle;S/N;Las Palmas de Toconey;711970552;NO;No Aplica;No Aplica
SUR Pelarco;Pelarco;Calle;50;Catedral;712657143;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Huencuecho;Pelarco;Calle;S/N;Sector Huencuecho;711971598;NO;No Aplica;No Aplica
Centro de Salud Familiar Pelarco;Pelarco;Calle;50;Catedral;712657143;NO;No Aplica;No Aplica
Posta de Salud Rural Carrizalillo (Constituci�n );Constituci�n;Calle;S/N;Caser�o Carrizalillo;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Cerro Alto;Constituci�n;Calle;S/N;Diagonal;800500702;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Chacarillas;Constituci�n;Calle;1040;Piedra de la Iglesia;Pendiente;NO;No Aplica;No Aplica
Hospital de Constituci�n;Constituci�n;Calle;200;Hospital;712411900;SI;Urgencia Hospitalaria (UEH);No Aplica
Servicio M�dico Legal Constituci�n;Constituci�n;Calle;200;Hospital, Interior;(71)671462;NO;No Aplica;No Aplica
Posta de Salud Rural Pangue Arriba;San Rafael;Calle;S/N;Pangue Arriba;Pendiente;NO;No Aplica;No Aplica
SAR Constituci�n;Constituci�n;Avenida;721;Santa Mar�a;712672934;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar Constituci�n;Constituci�n;Avenida;465;Santa Mar�a;Pendiente;NO;No Aplica;No Aplica
Laboratorio Cl�nico Biotec;Constituci�n;Avenida;716;Enrique Donn;Pendiente;NO;No Aplica;No Aplica
Asociaci�n Chilena de Seguridad AChS Constituci�n;Constituci�n;Calle;615;Bulnes;Pendiente;NO;No Aplica;No Aplica
COSAM Ayel�n;Constituci�n;Calle;595;Bulnes esquina Cruz;Pendiente;NO;No Aplica;No Aplica
Laboratorio Cl�nico Biovida E.I.R.L;Constituci�n;Calle;320-A;Portales;Pendiente;NO;No Aplica;No Aplica
Laboratorio Cl�nico Fischer;Constituci�n;Calle;372;O' Higgins;712672079;NO;No Aplica;No Aplica
Di�lisis SERHOS;Constituci�n;Calle;211;Portales;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC Constituci�n;Constituci�n;Calle;580;Mac-Iver;712204700;NO;No Aplica;No Aplica
Posta de Salud Rural Batuco;Pencahue;Calle;S/N;Batuco;57986688;NO;No Aplica;No Aplica
SUR San Rafael;San Rafael;Avenida;S/N;Oriente;752310453;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar San Rafael (San Rafael);San Rafael;Avenida;S/N;Oriente;752310453;NO;No Aplica;No Aplica
Centro de Salud Familiar Cumpeo;R�o Claro;Calle;S/N;Casimiro Sep�lveda;752661010;NO;No Aplica;No Aplica
SUR R�o Claro;R�o Claro;Calle;S/N;Casimiro Sep�lveda;752661010;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Botalcura;Pencahue;Calle;S/N;Botalcura;711970543;NO;No Aplica;No Aplica
Posta de Salud Rural Gualleco;Curepto;Calle;S/N;Aldea Gualleco;62075333;NO;No Aplica;No Aplica
Posta de Salud Rural Coipu� (Curepto);Curepto;Calle;S/N;Sector Coipu�;56581256;NO;No Aplica;No Aplica
Posta de Salud Rural El Bolsico;R�o Claro;Calle;S/N;Aldea El Bolsico;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Camarico (R�o Claro);R�o Claro;Calle;S/N;Aldea Camarico;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Robles (R�o Claro);R�o Claro;Calle;S/N;Caser�o Los Robles;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Put�;Constituci�n;Calle;S/N;Aldea Put�;Pendiente;NO;No Aplica;No Aplica
SUR Putu;Constituci�n;Calle;S/N;Aldea Put�;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Pe�aflor;R�o Claro;Calle;S/N;Caser�o Pe�aflor;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Yacal;Molina;Calle;S/N;Caser�o El Yacal;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Rapilermo;Curepto;Calle;S/N;Sector Rapilermo;62075334;NO;No Aplica;No Aplica
Posta de Salud Rural Potrero Grande;Curic�;Calle;S/N;Sector Potrero Grande;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Tres Esquinas (Molina);Molina;Calle;S/N;Caser�o Tres Esquinas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Porvenir;R�o Claro;Calle;S/N;Aldea Porvenir;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Itahue;Molina;Calle;S/N;Pueblo Itahue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Upeo;Curic�;Calle;S/N;Caser�o Upeo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Cordillerilla;Curic�;Calle;S/N;Sector Cordillerilla;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pichingal;Molina;Calle;S/N;Aldea Pichingal;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Huaqu�n (Curepto);Curepto;Calle;S/N;Aldea Huaqu�n;62075338;NO;No Aplica;No Aplica
Posta de Salud Rural Las Lomas (Curepto);Curepto;Calle;S/N;Sector Las Lomas;96510234;NO;No Aplica;No Aplica
Laboratorio Cl�nico Santa Mar�a;Molina;Avenida;1432;Luis Cruz Mart�nez;Pendiente;NO;No Aplica;No Aplica
Nefrodial Molina;Curic�;Avenida;1525;Centenario;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Estancilla;Curepto;Calle;S/N;Sector Estancilla;62075337;NO;No Aplica;No Aplica
Hospital de Molina;Molina;Avenida;2768;Luis Cruz Mart�nez;752565200;SI;Urgencia Hospitalaria (UEH);No Aplica
SUR Villa Prat;Sagrada Familia;Calle;S/N;Principal;752565340;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Villa Prat;Sagrada Familia;Calle;S/N;Principal;752565340;NO;No Aplica;No Aplica
Hospital de Curepto;Curepto;Calle;24;Pedro Antonio Gonz�lez;752565600;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Chequenlemu;Curic�;Calle;S/N;Sector Chequenlemu;Pendiente;NO;No Aplica;No Aplica
SUR La Huerta de Huala��;Huala��;Calle;S/N;Aldea La Huerta;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural La Huerta;Huala��;Calle;S/N;Sector La Huerta;98798862;NO;No Aplica;No Aplica
SUR Los Niches;Curic�;Calle;S/N;Villa Sta Elena;752510646;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Los Niches;Curic�;Calle;S/N;Villa Sta Elena;752510646;NO;No Aplica;No Aplica
Posta de Salud Rural Los Quillayes (Sagrada Familia);Sagrada Familia;Calle;S/N;Los Quillayes;82343355;NO;No Aplica;No Aplica
Centro de Salud Familiar Lontu�;Molina;Avenida;S/N;Hospital;752471055;NO;No Aplica;No Aplica
SUR Lontue;Molina;Avenida;S/N;Hospital;752471055;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural La Obra (Curic�);Curic�;Calle;S/N;Sector La Obra;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Rosa (Sagrada Familia);Sagrada Familia;Calle;S/N;Ulices Correa S/N Santa Rosa;752471701;NO;No Aplica;No Aplica
Posta de Salud Rural Palquibudi;Rauco;Calle;S/N;Camino P�blico - Palquibudi;42750292;NO;No Aplica;No Aplica
Posta de Salud Rural Lim�vida;Curepto;Calle;S/N;Sector Lim�vida;62075340;NO;No Aplica;No Aplica
Posta de Salud Rural Lora;Licant�n;Calle;S/N;Aldea Lora;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Calp�n;Curepto;Calle;S/N;Sector Calp�n;62075335;NO;No Aplica;No Aplica
Posta de Salud Rural El Peumal;Romeral;Calle;S/N;Caser�o El Peumal;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Porvenir;Curic�;Calle;S/N;Aldea El Porvenir;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Que�es;Romeral;Calle;S/N;Aldea Los Que�es;Pendiente;NO;No Aplica;No Aplica
SAR Aguas Negras;Curic�;Avenida;455;Balmaceda;Pendiente;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar Sagrada Familia;Sagrada Familia;Calle;S/N;Presbitero Tomas Corres;752451009;NO;No Aplica;No Aplica
SUR Sagrada Familia;Sagrada Familia;Calle;S/N;Presbitero Tomas Corres;752451009;SI;Urgencia Ambulatoria (SUR);No Aplica
Servicio M�dico Legal Curic�;Curic�;Avenida;190.8;Manso de Velasco Km 190,8 ruta 5, entrada sur de Curic�;(75)318696;NO;No Aplica;No Aplica
Centro de Hemodi�lisis Independencia Ltda.;Curic�;Calle;745;Chacabuco;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Prosperidad;Curic�;Calle;455;Monte Patria;752566450;NO;No Aplica;No Aplica
Centro de Salud Familiar Miguel �ngel Arenas L�pez;Curic�;Avenida;179;Balmaceda;800500705;NO;No Aplica;No Aplica
Consultorio Prefectura Carabineros Curic�;Curic�;Calle;610;San Mart�n;752275025;NO;No Aplica;No Aplica
Hospital San Juan de Dios (Curic�);Curic�;Calle;121;Chacabuco;752565900;SI;Urgencia Hospitalaria (UEH);No Aplica
Vacunatorio y Sala de Procedimientos Dhilcia Herlitz Maripangui;Curic�;Avenida;420;San Martin, Oficina 1 y 6;956083266;NO;No Aplica;No Aplica
Hemodi�lisis Curic� S.A.;Curic�;Calle;253;Chacabuco;Pendiente;NO;No Aplica;No Aplica
