Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Centro de Salud Familiar Las Compañías;La Serena;Calle;S/N;Esmeralda;512253882;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Villa Alemania;La Serena;Calle;2834;Antonio;512281570;NO;No Aplica;No Aplica
Centro de Salud Familiar Juan Pablo II (La Serena);La Serena;Calle;3397;Isidora Campaña;Pendiente;NO;No Aplica;No Aplica
SAPU Juan Pablo II;La Serena;Avenida;3397;Isidoro Campaña;512672985;SI;Urgencia Ambulatoria (SAPU);Corto
Posta de Salud Rural Huanta;Vicuña;Avenida;25;Elqui;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Lambert;La Serena;Calle;S/N;Calle única;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Caleta Hornos;La Higuera;Calle;S/N;Las Palmeras;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar La Higuera;La Higuera;Avenida;S/N;La Paz;512331331;NO;No Aplica;No Aplica
SUR La Higuera;La Higuera;Avenida;S/N;La Paz;512331331;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural El Trapiche;La Higuera;Calle;S/N;Ruta 5 El Trapiche;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Choros;La Higuera;Calle;S/N;San José;Pendiente;NO;No Aplica;No Aplica
Centro Médico RedMedical;La Serena;Calle;1748;Los Perales;991338044;NO;No Aplica;No Aplica
Laboratorio Clínico Inmunovida SpA;La Serena;Avenida;309;Huanhuali;964948745;NO;No Aplica;No Aplica
SUR Pan de Azúcar;Coquimbo;Calle;S/N;Ripamonti ( Ruta D-43 Pan de Azúcar);(51) 233 3211;SI;Urgencia Ambulatoria (SUR);No Aplica
SUR Tongoy;Coquimbo;Calle;127;Fundición norte;(51) 239 1270;SI;Urgencia Ambulatoria (SUR);No Aplica
SUR Villa San Rafael;Illapel;Calle;50;Mario Ahumada 50;(53) 266 2404;SI;Urgencia Ambulatoria (SUR);No Aplica
SUR El Palqui;Monte Patria;Calle;S/N;Pedro León Gallo s/n, El Palqui;(53) 242 6030;SI;Urgencia Ambulatoria (SUR);No Aplica
CMT Salud La Serena;La Serena;Calle;1614;Las Rojas Poniente 1614;(+56) 51 248 2621;NO;No Aplica;No Aplica
Centro Médico Arauco;Los Vilos;Calle;580;Puren;Pendiente;NO;No Aplica;No Aplica
CESAM Centro;La Serena;Calle;817;Balmaceda;513298 y 513571;No;No Aplica;No Aplica
CESAM San Juan Punta Mira;Coquimbo;Calle;3030;Luis Pardo Villalón Punta Mira Norte;512 685261;No;No Aplica;No Aplica
CESAM Limarí;Ovalle;Calle;S/N;Esquina Diaguitas y 1 de mayo;533991 - 533990;No;No Aplica;No Aplica
COSAM Las Compañias;La Serena;Calle;S/N;Nicaragua S/N esquina Brasil. Las Compañias.;512331300 - 989201175;No;No Aplica;No Aplica
CESAM Illapel;Illapel;Calle;335;Cruz;532663960 / 532663974;No;No Aplica;No Aplica
