Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
SAPU José Alvo;La Florida;Avenida;10817;Bacteriológico;223783277;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Santo Tomás;La Pintana;Calle;987;Santo Tomás;225417292;NO;No Aplica;No Aplica
SAPU Santo Tomás;La Pintana;Avenida;987;Santo Tomás;225417292;SI;Urgencia Ambulatoria (SAPU);Corto
Consultorio Tantauco;El Bosque;Calle;83;General Tavarías;225402940;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Carlos Lorca Tobar;El Bosque;Calle;11028;Claudina Parra;225470523;NO;No Aplica;No Aplica
COSAM La Florida;La Florida;Calle;5820;Diagonal La Florida;222864984;NO;No Aplica;No Aplica
Hospital Padre Alberto Hurtado (San Ramón);San Ramón;Calle;2150;Esperanza;225760600;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Santa Laura;El Bosque;Calle;10460;Indio Gerónimo;800500453;NO;No Aplica;No Aplica
Centro de Salud Familiar Granja Sur;La Granja;Avenida;10009;Sofía Eastman;225412443;NO;No Aplica;No Aplica
SAPU Poetisa Gabriela Mistral;San Ramón;Calle;9872;Aurora de Chile;225765551;SI;Urgencia Ambulatoria (SAPU);Corto
SAPU Granja Sur;La Granja;Calle;10036;Sofía Eastman;228627210;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Poetisa Gabriela Mistral;San Ramón;Calle;9872;Aurora de Chile;225765551;NO;No Aplica;No Aplica
SAPU Cóndores de Chile;El Bosque;Avenida;9902;Gran Avenida José Miguel Carrera;225614085;SI;Urgencia Ambulatoria (SAPU);Largo
Centro Comunitario de Salud Familiar Los Bosquinos;Maipú;Calle;177;El Tranque;226778761;NO;No Aplica;No Aplica
COSAM La Bandera;San Ramón;Calle;9696;La Bandera;225761806;NO;No Aplica;No Aplica
Centro de Salud Familiar Trinidad;La Florida;Calle;10021;Uno;222910291;NO;No Aplica;No Aplica
SAPU Trinidad;La Florida;Avenida;10021;Uno;222910148;SI;Urgencia Ambulatoria (SAPU);Corto
SAPU Santa Laura;El Bosque;Calle;1050;Picton;225583822;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Comunitario de Salud Familiar Santa Laura;El Bosque;Calle;1050;Picton;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Millalemu;La Granja;Calle;805;Tricolor, Población Millalemu;222823134;NO;No Aplica;No Aplica
Centro de Salud Familiar La Bandera;San Ramón;Calle;1758;Vicuña Mackenna;225592932;NO;No Aplica;No Aplica
Centro de Salud Familiar Santa Amalia;La Florida;Calle;202;Santa Amalia;222816900;NO;No Aplica;No Aplica
SAPU Santa Amalia;La Florida;Calle;202;Santa Amalia;222816173;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Comunitario de Salud Familiar Futramapu;Maipú;Calle;321;Judea;225350448;NO;No Aplica;No Aplica
SAPU Eduardo Frei Montalva;La Cisterna;Avenida;140;Ossa;225580678;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Eduardo Frei Montalva;La Cisterna;Avenida;140;Ossa;225760900;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental La Cisterna;La Cisterna;Avenida;33;Américo Vespucio, Local 312 al 315;6007071010;NO;No Aplica;No Aplica
COSAM La Granja;La Granja;Calle;8363;Angol;222627146;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar San Gregorio;La Granja;Calle;8363;Angol;222919143;NO;No Aplica;No Aplica
SAPU San Ramón;San Ramón;Calle;1760;Uruguay;225714957;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);San Ramón;Calle;8097;Los Claveles;225464191;NO;No Aplica;No Aplica
SAPU La Granja;La Granja;Calle;28;San Gregorio;225760250;SI;Urgencia Ambulatoria (SAPU);Largo
Centro de Salud Familiar La Granja;La Granja;Avenida;28;San Gregorio;225760250;NO;No Aplica;No Aplica
COSAM La Rinconada;San Ramón;Calle;8460;Rinconada;225412271;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Europa;Maipú;Calle;220;Europa;225759770;NO;No Aplica;No Aplica
Consultorio Prefectura Sur;La Cisterna;Avenida;6868;Gran Avenida José Miguel Carrera;229222870;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Las Lomas;La Florida;Avenida;9057;Jardin Alto;232422111;NO;No Aplica;No Aplica
Centro de Salud Familiar Pueblo Lo Espejo;Lo Espejo;Avenida;2891;Lo Espejo;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Eduardo Frei Montalva;La Cisterna;Calle;8396;Victoria;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC Lo Espejo;Lo Espejo;Avenida;3200;Lo Sierra;228542557;NO;No Aplica;No Aplica
Nefrolab;La Cisterna;Calle;141;Celia Zegers;225484166;NO;No Aplica;No Aplica
SAPU Villa O'Higgins;La Florida;Calle;870;Santa Julia;222827112;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Villa O'Higgins;La Florida;Calle;870;Santa Julia;222816402;NO;No Aplica;No Aplica
Centro de Salud Familiar Santa Anselma;La Cisterna;Calle;8365;Fernando de Aragón;800500457;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Carlos Godoy;Maipú;Avenida;1565;El Conquistador;222562067;NO;No Aplica;No Aplica
Centro de Salud Familiar Malaquías Concha;La Granja;Avenida;585;Linares;225269103;NO;No Aplica;No Aplica
Centro Médico y Dental MegaSalud La Florida;La Florida;Avenida;7747;Vicuña;224257300;NO;No Aplica;No Aplica
Centro de Salud Familiar Presidenta Michelle Bachelet;Maipú;Calle;776;Nueva San Martín;225742750;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental La Florida Dos;La Florida;Avenida;7372;Vicuña Mackenna Poniente, Local A-1;6007071010;NO;No Aplica;No Aplica
Centro de Salud Familiar Julio Acuña Pinzón;Lo Espejo;Avenida;8260;Central Raúl Silva Henríquez;800500460;NO;No Aplica;No Aplica
SAR Julio Acuña Pinzón;Lo Espejo;Avenida;8260;Central;227800559;SI;Urgencia ambulatoria (SAR);No Aplica
Centro Vida Integra de La Florida;La Florida;Avenida;1396;Walker;222860066;NO;No Aplica;No Aplica
Clínica Astra La Florida;La Florida;Avenida;7255;Vicuña Mackenna, Oficinas 202-203;222217198;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Modelo;San Ramón;Calle;6543;Alvear;225769980;NO;No Aplica;No Aplica
SAPU Padre Esteban Gumucio;La Granja;Avenida;281;Padre Esteban Gumucio;225253063;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Padre Esteban Gumucio Vives;La Granja;Avenida;281;Central;225250363;NO;No Aplica;No Aplica
Clínica Vespucio;La Florida;Calle;190;Serafín Zamora;224287600;SI;Urgencia Hospitalaria (UEH);No Aplica
Laboratorio Vida Integra;La Florida;Calle;190;Serafín Zamora;222211287;NO;No Aplica;No Aplica
Centro de Salud Familiar Bellavista;La Florida;Calle;6420;Froilan Roa;226115900;NO;No Aplica;No Aplica
Centro Asistencial AChS La Florida;La Florida;Avenida;6903;Vicuña;223887200;NO;No Aplica;No Aplica
Centro Integramédica La Florida;La Florida;Avenida;6969;Vicuña Mackenna Oriente;224257300;NO;No Aplica;No Aplica
Posta de Salud Rural Las Perdices;La Florida;Calle;6706;El Panul;222855199;NO;No Aplica;No Aplica
SAPU María Pinto;Maria Pinto;Calle;78;Francisco Costabal;226125002;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Odontológico Uno Salud Dental La Florida;La Florida;Calle;894;Froilán Roa;6007071010;NO;No Aplica;No Aplica
Centro de Salud Familiar Adriana Madrid De Costabal;Maria Pinto;Avenida;S/N;Francisco Costabal;225745000;NO;No Aplica;No Aplica
Integramédica Florida Vespucio;La Florida;Avenida;7110;Vicuña Mackenna;6006366666;NO;No Aplica;No Aplica
Centro Integramédica Oeste;Cerrillos;Avenida;1501;Américo Vespucio;228217200;NO;No Aplica;No Aplica
Centro de Salud Familiar Clara Estrella;Lo Espejo;Calle;6868;Putre;800500459;NO;No Aplica;No Aplica
SAPU La Florida;La Florida;Avenida;6015;La Florida;222854792;SI;Urgencia Ambulatoria (SAPU);Corto
SAPU Clara Estrella;Lo Espejo;Calle;6868;Putre;225211977;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar La Florida;La Florida;Avenida;6015;La Florida;222854792;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC La Florida;La Florida;Avenida;6381;Vicuña;222033737;NO;No Aplica;No Aplica
Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza;La Florida;Calle;6542;Froilan Roa;225681880;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Dra. Ana María Juricic;Maipú;Calle;1841;El Conquistador;225144154;NO;No Aplica;No Aplica
SAPU Dra. Ana María Juricic;Maipú;Calle;1841;El Conquistador;225745352;SI;Urgencia Ambulatoria (SAPU);Corto
Posta de Salud Rural Rinconada de Maipú;Maipú;Calle;S/N;Camino Rinconada;Pendiente;NO;No Aplica;No Aplica
Centro Vida Integra de San Miguel;San Miguel;Avenida;6251;Gran Avenida José Miguel Carrera;224107400;NO;No Aplica;No Aplica
Servicios Médicos C y C;Maipú;Pasaje;261;Paula Jaraquemada;225501400;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Dr. Salvador Allende;San Joaquín;Calle;472;Juan Aravena;225769930;NO;No Aplica;No Aplica
SAPU Los Castaños;La Florida;Calle;5820;Diagonal Los Castaños;225760451;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Médico y Dental MegaSalud Maipú;Maipú;Calle;1770;Alberto Llona;224257400;NO;No Aplica;No Aplica
Centro de Salud Familiar Los Castaños;La Florida;Calle;5820;Diagonal Los Castaños;225760450;NO;No Aplica;No Aplica
Clínica Bellolio;Maipú;Calle;1735;Corregidor Zañartu;225501437;NO;No Aplica;No Aplica
Integramédica Maipú;Maipú;Avenida;1790;Pajaritos;226366666;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Maipú;Maipú;Avenida;33;5 de Abril;6007071010;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC Maipú;Maipú;Calle;45;Esquina Blanca;228984928;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Coñimo;San Joaquín;Pasaje;275;Catruman;222210557;NO;No Aplica;No Aplica
Centro de Salud Familiar Recreo;San Miguel;Calle;785;Varas Mena;225761436;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar El Abrazo;Maipú;Calle;1150;5 de Abril;225396511;NO;No Aplica;No Aplica
Clínica Bupa Santiago;La Florida;Avenida;1455;Departamental;226669999;SI;Urgencia Hospitalaria (UEH);No Aplica
COSAM Lo Espejo;Lo Espejo;Pasaje;2379;confirmar;225170903;NO;No Aplica;No Aplica
Centro Médico Vida Integra Maipú;Maipú;Avenida;1958;Pajaritos;6006008432;NO;No Aplica;No Aplica
Centro de Referencia de Salud de Maipú;Maipú;Calle;1001;Camino Rinconada;225746450;NO;No Aplica;No Aplica
Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada;Maipú;Calle;1201;Camino a Rinconada, Avenida El Olimpo;226120491-226120256;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar San Luis;Peñalolén;Calle;5370;La Pradera;229397311;NO;No Aplica;No Aplica
SAPU Dental Valledor Tres;Lo Espejo;Calle;3849;José María Caro;Pendiente;SI;Ambulatoria Dental;No Aplica
Centro de Salud Familiar Dra. Mariela Salgado Zepeda;Lo Espejo;Calle;3849;José María Caro;Pendiente;NO;No Aplica;No Aplica
SAPU Dra. Mariela Salgado;Lo Espejo;Avenida;3849;Cardenal Caro;227800561;SI;Urgencia Ambulatoria (SAPU);Corto
UNO Salud MAIPU 2;Maipú;Calle;2196;Monumento;227639182;NO;No Aplica;No Aplica
Centro Médico y Dental RedSalud;San Miguel;Avenida;5728;Gran Avenida José Miguel Carrera;224257500;NO;No Aplica;No Aplica
SAPU Santa Teresa de Los Andes;San Joaquín;Pasaje;5379;Huara;225761163;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Santa Teresa de Los Andes;San Joaquín;Pasaje;5379;Huara;225761163;NO;No Aplica;No Aplica
Clínica Astra San Miguel;San Miguel;Avenida;5681;Gran Avenida José Miguel Carrera;225217004;NO;No Aplica;No Aplica
Clínica Astra;Maipú;Calle;21;Tristán Valdés;225343783;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. José Eduardo Ahués Salame;Maipú;Avenida;2200;Independencia;225742750;NO;No Aplica;No Aplica
Centro Médico Clínica Hospital Profesor;Maipú;Calle;66;Tristán Valdés;222996000;NO;No Aplica;No Aplica
SAR San Miguel;San Miguel;Calle;567;Llico;Pendiente;SI;Urgencia ambulatoria (SAR);No Aplica
SAPU Maipú;Maipú;Avenida;2470;Pajaritos;224828308;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Maipú;Maipú;Avenida;2470;Ramón Freire;800500354;NO;No Aplica;No Aplica
Centro Asistencial AChS Maipú;Maipú;Avenida;2521;Pajaritos;223857400;NO;No Aplica;No Aplica
SAPU San Luis;Peñalolén;Calle;5556;Los Cerezos;229397301;SI;Urgencia Ambulatoria (SAPU);Largo
Centro Comunitario de Salud Familiar Atacama;San Miguel;Calle;1462;Segunda Avenida;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pichi;Alhué;Calle;S/N;Sector Pichi;Pendiente;NO;No Aplica;No Aplica
SAR Dr. Amador Neghme R.;Pedro Aguirre Cerda;Calle;6043;Llanquihue, Población Dávila;226124000;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar Amador Neghme;Pedro Aguirre Cerda;Calle;2085;Alhué;800500462;NO;No Aplica;No Aplica
COSAM Maipú;Maipú;Calle;1000;O'Higgins;227667286;NO;No Aplica;No Aplica
Centro de Salud Familiar Villa Sur;Pedro Aguirre Cerda;Calle;6035;Clotario Blest;225214665;NO;No Aplica;No Aplica
Centro de Salud Familiar Félix de Amesti;Macul;Calle;5557;El Líbano;227192800;NO;No Aplica;No Aplica
Centro de Salud Familiar Enfermera Sofía Pincheira;Cerrillos;Avenida;7590;Las Torres;225747800;NO;No Aplica;No Aplica
SAR Enfermera Sofía Pincheira;Cerrillos;Avenida;7590;Las Torres;225747800;SI;Urgencia ambulatoria (SAR);No Aplica
Hospital Dr. Luis Tisné B. (Santiago, Peñalolén);Peñalolén;Avenida;5150;Las Torres;224725200;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Referencia de Salud Cordillera Oriente;Peñalolén;Avenida;5100;Las Torres;225688200;NO;No Aplica;No Aplica
Laboratorio Clínico Holanda Ltda.;Maipú;Avenida;2989;Manuel Rodríguez;228360700;NO;No Aplica;No Aplica
CECOSF Dr. Miguel Enríquez Espinosa;Pedro Aguirre Cerda;Calle;6041;Cooperación;223965660;NO;No Aplica;No Aplica
San Nicolás;San Miguel;Avenida;5018;Gran Avenida José Miguel Carrera;225514611;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Martín Henríquez;San Joaquín;Calle;4537;Martín Henríquez; 226124506;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Reverendo Javier Peró;San Joaquín;Calle;145;Reverendo Javier Peró;225528116;NO;No Aplica;No Aplica
Consultorio Escuela de formación policial de Carabineros de Chile;Cerrillos;Calle;6655;Pedro Aguirre Cerda;229221415;NO;No Aplica;No Aplica
Centro Médico San Joaquín Red de Salud UC CHRISTUS;Macul;Avenida;4686;Vicuña;225521765;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Bueras;Maipú;Calle;456;Bueras;225321459;NO;No Aplica;No Aplica
Clínica Cima Salud;San Miguel;Avenida;4564;Gran Avenida José Miguel Carrera;223989000;NO;No Aplica;No Aplica
Global Help;Macul;Calle;3626;Dr. Amador Neghme;222930501;NO;No Aplica;No Aplica
COSAM Cerrillos;Cerrillos;Calle;6161;19 de Septiembre;225384083;NO;No Aplica;No Aplica
Centro Odontológico Macul;Macul;Calle;4345;Arturo Prat;225739600;NO;No Aplica;No Aplica
Centro de Salud Familiar Padre Alberto Hurtado;Macul;Calle;4345;Arturo Prat;225739500;NO;No Aplica;No Aplica
SAPU Dr. Norman Voulliéme;Cerrillos;Calle;1323;Salomón Sack;225746663;SI;Urgencia Ambulatoria (SAPU);Largo
Centro de Salud Familiar Dr. Norman Voulliéme;Cerrillos;Calle;6376;Salomón Sack;225746650;NO;No Aplica;No Aplica
COSAM Pedro Aguirre Cerda;Pedro Aguirre Cerda;Avenida;2256;La Marina;800500020;NO;No Aplica;No Aplica
Clínica Santa Rosa;San Joaquín;Calle;493;Copacabana;225524816;NO;No Aplica;No Aplica
Centro de Especialidades Clinicas spa (medicec);Macul;Avenida;4214;Macul;229338392;NO;No Aplica;No Aplica
Centro Clínico Ochagavía;Pedro Aguirre Cerda;Calle;4676;Club Hípico;800381700;NO;No Aplica;No Aplica
Centro de Salud Familiar Arturo Baeza Goñi;San Joaquín;Calle;399;Álvarez de Toledo;225960836;NO;No Aplica;No Aplica
COSAM San Joaquín;San Joaquín;Calle;569;Álvarez de Toledo;225539035;NO;No Aplica;No Aplica
Centro de diagnóstico y resonancia - Anestimagen;San Miguel;Calle;1299;Salesianos;225950717;NO;No Aplica;No Aplica
Clínica Psiquiátrica Nelly Vergara;San Miguel;Calle;752;Curiñanca;223594090;NO;No Aplica;No Aplica
Multimédica Ltda.;San Miguel;Calle;4005;Llano Subercaseaux;225514611;NO;No Aplica;No Aplica
Clínica San Miguel;San Miguel;Calle;943;Álvarez de Toledo;225510862;NO;No Aplica;No Aplica
Centro de Salud Familiar Clotario Blest;Maipú;Calle;999;Los Trabajadores;Pendiente;NO;No Aplica;No Aplica
Centro Integramédica San Miguel;San Miguel;Calle;3965;El Llano Subercaseaux;226367445;NO;No Aplica;No Aplica
Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);Pedro Aguirre Cerda;Calle;4772;Los Comandos;225760800;NO;No Aplica;No Aplica
SAPU La Feria;Pedro Aguirre Cerda;Calle;3939;Uno Oriente;225966818;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Odontológico Uno Salud Dental San Miguel;San Miguel;Avenida;3811;Llano Subercaseaux;6007071010;NO;No Aplica;No Aplica
Posta de Salud Rural San Antonio de Naltagua;Isla de Maipo;Calle;S/N;Aldea San Antonio Naltagua;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Lo Valledor Norte;Pedro Aguirre Cerda;Avenida;4000;Central;225747700;NO;No Aplica;No Aplica
Clínica Universidad de Chile Quilín;Peñalolén;Calle;3349;Mar Tirreno;229770017;NO;No Aplica;No Aplica
Centro Asistencial AChS San Miguel;San Miguel;Avenida;970;Alcalde;225544399;NO;No Aplica;No Aplica
SAR Enrique Molina;San Joaquín;Calle;307;Schwager;Pendiente;SI;Urgencia Ambulatoria (SAR);No Aplica
Centro de Salud Familiar San Joaquín;San Joaquín;Calle;3223;Francisca de Rimini;225960846;NO;No Aplica;No Aplica
Corporación Renal Infantil Mater;San Miguel;Calle;3637;San Ignacio de Loyola;25401916;NO;No Aplica;No Aplica
Unidad de Salud FuncionarioS.S Metropolitano Sur;San Miguel;Avenida;3453;Santa Rosa;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Sur);San Miguel;Avenida;3453;Santa Rosa;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Metropolitano Sur);San Miguel;Avenida;3453;Santa Rosa;Pendiente;NO;No Aplica;No Aplica
Clínica del Carmen;Macul;Avenida;3679;Quilín;224722700;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Sierra Bella;San Joaquín;Calle;3208;Sierra Bella;225962136;NO;No Aplica;No Aplica
Hospital de Enfermedades Infecciosas Dr. Lucio Córdova (Santiago, San Miguel);San Miguel;Avenida;3204;Gran Avenida José Miguel Carrera;225763700;NO;No Aplica;No Aplica
Hospital Barros Luco Trudeau (Santiago, San Miguel);San Miguel;Avenida;3204;Gran Avenida José Miguel Carrera;225763700;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Imagenología Mamaria Metropolitano;San Miguel;Avenida;3204;Gran Avenida José Miguel Carrera;Pendiente;NO;No Aplica;No Aplica
Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);San Miguel;Avenida;3300;Gran Avenida José Miguel Carrera;225765700;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Dr. Iván Insunza;Maipú;Calle;491;Mar de Chile;222750375;NO;No Aplica;No Aplica
SAPU Dr. Iván Insunza;Maipú;Calle;491;Mar de Chile;222570375;SI;Urgencia Ambulatoria (SAPU);Corto
Dispostivo Modular de Salud H. Barros Luco;San Miguel;Avenida;3204;Gran Avenida José Miguel Carrera;Pendiente;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Peñalolén;Peñalolén;Avenida;2701;Consistorial, Locales B28 y B29;6007071010;NO;No Aplica;No Aplica
Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex;Peñalolén;Avenida;11870;Mariano Sánchez Fontecilla;227586808;NO;No Aplica;No Aplica
Centro de Salud Familiar Barros Luco;San Miguel;Calle;1319;Ángel Guarello;224063400;NO;No Aplica;No Aplica
Centro de Salud Familiar Edgardo Enríquez Fröedden;Pedro Aguirre Cerda;Avenida;2650;Clotario Blest;800500464;NO;No Aplica;No Aplica
SAPU Edgardo Enríquez Froedden;Pedro Aguirre Cerda;Calle;2650;Clotario Blest;227980512;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Comunitario de Salud Familiar Esperanza Andina;Peñalolén;Calle;2087;Nueva Vida;229397111;NO;No Aplica;No Aplica
INTEGRAMEDICA S.A. SUCURSAL PEÑALOLEN;Peñalolén;Avenida;2100;Avda. Consistorial (Locales 302 y 402);226366666;NO;No Aplica;No Aplica
COSAM Macul;Macul;Calle;3556;Gregorio de la Fuente;226591746;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Yalta;San Joaquín;Calle;2514;Yalta;225960889;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Buzeta;Cerrillos;Avenida;3955;Carlos Valdovinos;Pendiente;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Macul;Macul;Avenida;2555;José Pedro Alessandri;6007071010;NO;No Aplica;No Aplica
Centro Médico Macul;Macul;Calle;2555;Macul;222373909;NO;No Aplica;No Aplica
SAR Carol Urzúa Ibáñez;Peñalolén;Avenida;1960;Consistorial;229397401;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar Lo Hermida;Peñalolén;Calle;6931;Coronel Alejandro Sepúlveda;229397400;NO;No Aplica;No Aplica
Centro de Salud Familiar Carol Urzúa Ibáñez;Peñalolén;Avenida;1960;Consistorial;229397100;NO;No Aplica;No Aplica
Centro de Salud Familiar Santa Julia;Macul;Calle;2309;Santa Julia;226591713;NO;No Aplica;No Aplica
SAPU Santa Julia;Macul;Calle;2309;Santa Julia;226591747;SI;Urgencia Ambulatoria (SAPU);Corto
Hospital Clínico Instituto de Seguridad del Trabajo de Santiago;Santiago;Calle;1410;Placer;228107800;SI;Urgencia Hospitalaria (UEH);No Aplica
Establecimiento Penitenciario Santiago 1;Santiago;Calle;1978;Nueva Centenario;979451228;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Villa Francia;Estación Central;Calle;1217;Las Estepas;225762884;NO;No Aplica;No Aplica
Consultorio Escuela de Suboficiales de Carabineros de Chile;Macul;Calle;2601;Rodrigo de Araya;229221357;NO;No Aplica;No Aplica
SAPU Lo Hermida;Peñalolén;Calle;5960;Litoral;229397401;SI;Urgencia Ambulatoria (SAPU);Largo
Centro de Salud Familiar Padre Gerardo Whelan;Peñalolén;Avenida;5960;Litoral;229397600;NO;No Aplica;No Aplica
Centro de Salud Familiar San José de Chuchunco;Estación Central;Calle;6025;Coihaique;225746800;NO;No Aplica;No Aplica
SAPU San José de Chuchunco;Estación Central;Calle;6025;Coihaique;225746804;SI;Urgencia Ambulatoria (SAPU);Largo
Hospital Penitenciario;Santiago;Avenida;1902;Pedro Montt;225544018;NO;No Aplica;No Aplica
Clínica Macul;Macul;Calle;3240;Rodrigo de Araya;222711066;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Luis Ferrada;Maipú;Calle;5161;Tierra Fértil;226776941;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Lo Errázuriz;Maipú;Avenida;S/N;Sur de Chile;227419209;NO;No Aplica;No Aplica
Centro de Salud Familiar Padre Vicente Irarrázabal;Estación Central;Calle;1854;21 de Mayo;225746400;NO;No Aplica;No Aplica
SAPU Padre Vicente Irarrázabal;Estación Central;Calle;1854;21 de Mayo;225746404;SI;Urgencia Ambulatoria (SAPU);Corto
COSAM Ñuñoa;Ñuñoa;Calle;3650;Pichirangui;225750203;NO;No Aplica;No Aplica
Centro de Salud Familiar Cardenal Silva Henríquez;Peñalolén;Calle;1020;Río Claro;229397500;NO;No Aplica;No Aplica
Clínica Santa Inés;Santiago;Calle;1840;Arturo Prat;225569036;NO;No Aplica;No Aplica
Centro de Diálisis Nephrocare San Vicente;Santiago;Calle;1759;San Vicente;Pendiente;NO;No Aplica;No Aplica
SAPU Rosita Renard;Ñuñoa;Calle;2801;Las Encinas;223792284;SI;Urgencia Ambulatoria (SAPU);Largo
Centro de Salud Familiar Rosita Renard;Ñuñoa;Calle;2801;Las Encinas;225751100;NO;No Aplica;No Aplica
SAPU La Faena;Peñalolén;Avenida;7250;Los Orientales;229397201;SI;Urgencia Ambulatoria (SAPU);Largo
COSAM Peñalolén;Peñalolén;Avenida;7250;Oriental;229397280;NO;No Aplica;No Aplica
Centro de Salud Familiar Arauco;Santiago;Calle;3288;Sepúlveda Leyton;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar La Faena;Peñalolén;Avenida;7250;Oriental;229397200;NO;No Aplica;No Aplica
Centro Asistencial AChS Egaña;Peñalolén;Calle;1476;Américo Vespucio;228704000;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Emilia;Maria Pinto;Calle;S/N;Aldea Santa Emilia;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Padre Orellana;Santiago;Calle;1706;Padre Orellana;225443335;NO;No Aplica;No Aplica
SAPU Centro de Urgencia Ñuñoa;Ñuñoa;Calle;1320;Juan Moya;223792430;SI;Urgencia Ambulatoria (SAPU);Largo
Centro de Salud Familiar Salvador Bustos;Ñuñoa;Avenida;4369;Grecia;225752450;NO;No Aplica;No Aplica
COSAM Estación Central;Estación Central;Calle;1313;Padre Vicente Irarrázabal;227764239;NO;No Aplica;No Aplica
Clínica Santa Rosa;Santiago;Calle;1503;Santa Rosa;226594300;NO;No Aplica;No Aplica
Centro de Salud Familiar Santiago Occidente de Carabineros de Chile;Estación Central;Avenida;6701;Gladys;229122700;NO;No Aplica;No Aplica
Centro Médico y Dental ISP;Ñuñoa;Calle;1000;Marathon;225755241;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Villa Olímpica;Ñuñoa;Avenida;1350;Salvador;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Río Claro;Pudahuel;Pasaje;8312 - 8314;Río Claro;Pendiente;NO;No Aplica;No Aplica
Clínica Juan Pablo II;Santiago;Calle;1448;Santa Rosa;224835100;NO;No Aplica;No Aplica
