Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Unidad de Salud Funcionario S.S Del Libertador Bernardo O'Higgins;Rancagua;Calle;609;Alameda;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Del Libertador Bernardo O'Higgins);Rancagua;Calle;609;Alameda;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Del Libertador Bernardo O'Higgins);Rancagua;Calle;609;Alameda;Pendiente;NO;No Aplica;No Aplica
SAR Oriente;Rancagua;Calle;702;Juan Martinez de Rosas, Poblacion Manuel Rodríguez;722329273;SI;Urgencia ambulatoria (SAR);No Aplica
Servicios Médicos y Diálisis Ltda.;Rancagua;Calle;265;Rajcevich;Pendiente;NO;No Aplica;No Aplica
Clínica Mutual de Seguridad CChC Rancagua;Rancagua;Calle;390;República de Chile;722253671;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar San Rafael;Rancagua;Calle;S/N;Provincial Irene Frei;722222750;NO;No Aplica;No Aplica
Centro de Salud Familiar Nº 4 Dra. María Latife;Rancagua;Avenida;397;Republica;722203600, anexo 4103;NO;No Aplica;No Aplica
SAR María Latife;Rancagua;Avenida;S/N;Republica de Chile;722252395;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar N° 6 Ignacio Caroca;Rancagua;Avenida;1790;Constanza;722675900;NO;No Aplica;No Aplica
SAPU Ignacio Caroca;Rancagua;Avenida;1790;Constanza;82948955;SI;Urgencia Ambulatoria (SAPU);Corto
Hospital Penitenciario de Rancagua;Rancagua;Calle;S/N;La Gonzalina;722326649;NO;No Aplica;No Aplica
Posta de Salud Rural Pulin;Litueche;Calle;S/N;Pulin;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Ciudad de Paju;Rancagua;Calle;1249;Los Arcángeles;722270126;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Tuncahue;Codegua;Calle;1015;RUTA H-15, Sector Tuncahue S/N;722973500;NO;No Aplica;No Aplica
Hospital de Litueche;Litueche;Calle;728;Cardenal Caro;722337050;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Santa Inés;Las Cabras;Calle;S/N;Aldea Santa Inés;Pendiente;NO;No Aplica;No Aplica
COSAM Norte Graneros;Graneros;Calle;140;Camino Real;Pendiente;NO;No Aplica;No Aplica
Hospital Santa Filomena de Graneros;Graneros;Avenida;550;Compañía;722337600;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Codegua;Codegua;Calle;376;O'Higgins;722335740;NO;No Aplica;No Aplica
SUR Codegua;Codegua;Calle;376;O'Higgins;722335740;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Quelentaro;Litueche;Calle;S/N;Carretera Pasado Central Rapel, Caserío Quelentaro;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pupuya;Navidad;Calle;S/N;Caserío Pupuya;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural San Vicente de Pucalán;Navidad;Calle;S/N;Caserío San Vicente de Pucalán;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Punta;Mostazal;Avenida;S/N;La Villa, Pueblo La Punta;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar San Francisco Mostazal;Mostazal;Calle;S/N;Luco;722335537;NO;No Aplica;No Aplica
SUR San Francisco de Mostazal;Mostazal;Calle;S/N;Luco;722335537;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Valle Mar Navidad;Navidad;Calle;25;Plaza General Bonilla;722336154;NO;No Aplica;No Aplica
SUR Navidad;Navidad;Calle;25;Plaza General Bonilla;722336154;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Rapel (Navidad);Navidad;Calle;S/N;Aldea Rapel;Pendiente;NO;No Aplica;No Aplica
Unidad de Vacunación Móvil Del Libertador Gral. B. O'Higgins;Rancagua;No Aplica;No Aplica;No Aplica;No Aplica;NO;No Aplica;No Aplica
Dialisis San Jose Chimbarongo E.I.R.L SURCUSAL GRANEROS;Graneros;Calle;458;Juan Pablo Primero;22 319 3715;NO;No Aplica;No Aplica
Centro de Dialisis Municipal de Coltauco;Coltauco;Avenida;40;República de Chile;722350463;NO;No Aplica;No Aplica
Laboratorio Clínico ImagenSalud;San Fernando;Calle;608;Carampangue 608;56967502089;NO;No Aplica;No Aplica
Centro Clinico Pasteur;Santa Cruz;Calle;334;Nicolas Palacios 334;99434318;NO;No Aplica;No Aplica
Centro de Apoyo Comunitario para personas con Demencia “ARREBOL”;Rancagua;Calle;182;Guillermo Saavedra;(56) 72 2349290 Anexo: 729290;NO;No Aplica;No Aplica
Centro de Salud Familiar N° 8 Dr. Nicolás Díaz Sánchez;Rancagua;Avenida;2411;Nelsón Pereira;722332800, anexo 4000-4001;NO;No Aplica;No Aplica
Centro de Diálisis Peumodial;Peumo;Calle;320;Walker Martinez;56443057834;NO;No Aplica;No Aplica
Centro de Diálisis Rengodial Suc Rgua;Rancagua;Avenida;783;Bombero Villalobos;56443057834;NO;No Aplica;No Aplica
Servicio de Urgencia Rural Gultro;Olivar;Calle;201;Orocoipo , Gultro;722332430 - red MINSAL: 722430;SI;Urgencia ambulatoria;No Aplica
Labotest;San Fernando;Avenida;724;Manuel Rodriguez;56956293882;NO;No Aplica;No Aplica
LABORATORIO LEMULAB;Pichilemu;Calle;355;José Joaquín Aguirre;722842368;NO;No Aplica;No Aplica
CENTRO DE PROCEDIMIENTOS Y ATENCIONES CLÍNICAS VIDA RENGO SUC MACHALÍ;Machalí;Calle;20;PUCARA;942073567;NO;No Aplica;No Aplica
CENTRO MEDICO UCCHRISTUS RANCAGUA;Rancagua;Avenida;290;Nueva Einstein;29449073;NO;No Aplica;No Aplica
Centro integral y vacunatorio TRICAHUE;Rancagua;Calle;363;Tenientes Jose y Manuel Campos;978078091;NO;No Aplica;No Aplica
CEOFT, Clínica de Especialidades Oftalmológicas;Rancagua;Carretera;1330;Presidente Frei Montalva;722-359800;NO;No Aplica;No Aplica
Uno Salud Dental Rancagua 3;Rancagua;Calle;477;Paseo Independencia;952166865;No;No Aplica;No Aplica
CLINICA VIDA RENGO;Machalí;Calle;20;Pucará;942073567;No;No Aplica;No Aplica
Vacunatorio Aguamarina Salud Limitada;Olivar;Camino;;Camino a Termas de Cauquenes KM 1, Lote 1.Gultro;569 99975729;NO;No Aplica;No Aplica
