Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Centro de Salud Familiar Gómez Carreño;Viña del Mar;Calle;5650;19 Poniente;322832319;NO;No Aplica;No Aplica
SAPU Gómez Carreño;Viña del Mar;Calle;S/N;19 Poniente;322832319;SI;Urgencia Ambulatoria (SAPU);Corto
SUR  Manuel Lucero (Olmué);Olmué;Calle;2250;Lo Rojas;332441138;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Rehabilitación Limache Capredena;Limache;Avenida;855;Urmeneta;332335500;NO;No Aplica;No Aplica
Hospital Centro Geriátrico Paz de la Tarde (Limache);Limache;Calle;198;Caupolicán;332294801;NO;No Aplica;No Aplica
Cemed Limache;Limache;Calle;363;Riquelme;Pendiente;NO;No Aplica;No Aplica
Clínica Reñaca;Viña del Mar;Calle;336;Anabaena, Jardín del Mar;322656000;SI;Urgencia Hospitalaria (UEH);No Aplica
Vacunatorio Montemar;Viña del Mar;Calle;3047;Edmundo Eluchans (of 103);569 5706 5947;NO;No Aplica;No Aplica
Centro de Salud Familiar San Pedro;Quillota;Calle;S/N;Rene Schneider;332293150;NO;No Aplica;No Aplica
SAPU San Pedro;Quillota;Calle;S/N;Rene Schneider;332293150;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Concón;Con Con;Calle;1150;Chañarcillo;322813872;NO;No Aplica;No Aplica
SAR Concón;Con Con;Calle;1150;Chañarcillo;322813872;SI;Urgencia ambulatoria (SAR);No Aplica
Laboratorio Clínico Laboclin;Con Con;Calle;877;Clarencia, local Nº 3;322814150 - 985120859;NO;No Aplica;No Aplica
COSAM Concón;Con Con;Calle;500;Santa Laura;322815886;NO;No Aplica;No Aplica
Posta de Salud Rural Manzanar;Quillota;Calle;S/N;Camino Manzanar;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Río Blanco (Los Andes);Los Andes;Calle;S/N;Camino Internacional;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Cardenal Raúl Silva Henríquez;Quillota;Avenida;S/N;Las Industrias;332319757;NO;No Aplica;No Aplica
Posta de Salud Rural San Vicente (Calle Larga);Calle Larga;Calle;S/N;Caserío El Estero;Pendiente;NO;No Aplica;No Aplica
SAR Quillota;Quillota;Calle;900;Bulnes;56975718981;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar La Palma;Quillota;Calle;S/N;San Francisco;332294765;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Santa Teresita;Quillota;Calle;525;Vicuña Mackenna;Pendiente;NO;No Aplica;No Aplica
Policlínico Instituto de Seguridad del Trabajo de Quillota;Quillota;Avenida;563;Condell;332315655;NO;No Aplica;No Aplica
Centro Respiratorio Integral Cenresin Ltda;Quillota;Calle;502;San Martin;971255136;NO;No Aplica;No Aplica
Centro Médico Novomed;Quillota;Calle;425;San Martín;993315477;NO;No Aplica;No Aplica
Laboratorio Clínico Dr. José García Rosado;Quillota;Calle;238;Pudeto;332310308;NO;No Aplica;No Aplica
Laboratorio Clínico Oriana Fernández;Quillota;Calle;282;Pudeto;332258055 - 332258056;NO;No Aplica;No Aplica
Centro de Salud Mutual CCHC Quillota;Quillota;Calle;317;Concepcion;Pendiente;NO;No Aplica;No Aplica
Hospital San Martín (Quillota);Quillota;Calle;1050;Concepción;332298020;SI;Urgencia Hospitalaria (UEH);No Aplica
Servicio Médico Legal Quillota;Quillota;Calle;1050;La Concepción, Interior Hospital;(33)2312456/9-99972068;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Miguel Concha;Quillota;Calle;902;Maipú;332291285;NO;No Aplica;No Aplica
SAPU Quillota;Quillota;Calle;902;Maipú;332291285;SI;Urgencia Ambulatoria (SAPU);Corto
"Centro Comunitario de Salud Familiar Cardenal Raúl Silva Henríquez ""Cerro Macaya""";Quillota;Calle;13;Aconcagua;332294721;NO;No Aplica;No Aplica
Centro de Salud Familiar Boco;Quillota;Calle;S/N;Colón;332294889;NO;No Aplica;No Aplica
SUR Calle Larga;Calle Larga;Calle;151;El Arenal;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar José Joaquín Aguirre;Calle Larga;Calle;164;La Pampilla;342493050;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Ruta Norte;Quillota;Calle;230;Teniente Riquelme, Villa La Escuela;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Río Colorado;San Esteban;Calle;S/N;Primera Quebrada;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar OCOA;Hijuelas;Calle;3;Plazoleta N°3, Reserva Cooperativa N°11 Sector Trabuco;56332480100;NO;No Aplica;No Aplica
Posta de Salud Rural Villa Prat;Hijuelas;Calle;96;Villa Pratt;332272571;NO;No Aplica;No Aplica
Oficina Sanitaria Los Libertadores;Los Andes;Calle;S/N;Puesto Fronterizo Los Libertadores;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Rinconada;Rinconada;Calle;S/N;Alborada;342492391;NO;No Aplica;No Aplica
Clínica Río Blanco;Los Andes;Avenida;777;Santa María;342460000;SI;Urgencia Hospitalaria (UEH);No Aplica
Hospital San Francisco (Llaillay);Llaillay;Calle;76;San Francisco;342492800;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Llaillay;Llaillay;Calle;76;San Francisco;342492806;NO;No Aplica;No Aplica
Posta de Salud Rural Pachacama;Calera;Calle;S/N;Libertad;332342305;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC de Los Andes;Los Andes;Avenida;1278;Santa Teresa;342428146;NO;No Aplica;No Aplica
SAR Centenario;Los Andes;Avenida;487;Avda Perú 487 Centenario;340020;SI;Urgencia ambulatoria (SAR);No Aplica
SAPU Centenario;Los Andes;Avenida;487;Perú;342492550;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Centenario;Los Andes;Avenida;487;Perú;342492550;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Juan Pablo Segundo( Los Andes);Los Andes;Calle;945;Esteban Sainz;Pendiente;NO;No Aplica;No Aplica
Policlínico Instituto de Seguridad del Trabajo de Los Andes;Los Andes;Calle;568;Papudo;342421400;NO;No Aplica;No Aplica
COSAM Los Andes;Los Andes;Calle;470;Bernardo O’Higgins;342492674;NO;No Aplica;No Aplica
ENFAS Limitada;Los Andes;Calle;640;O'Higgins;342408580;NO;No Aplica;No Aplica
Laboratorio Clínico Bionet S.A. - Los Andes;Los Andes;Avenida;50;Argentina;342463278;NO;No Aplica;No Aplica
Policlínico de la Asociación Chilena de Seguridad AChS Agencia Los Andes;Los Andes;Avenida;50;Argentina;342422797;NO;No Aplica;No Aplica
Centro de Diálisis Los Andes;Los Andes;Calle;1098;Manuel Rodríguez;Pendiente;NO;No Aplica;No Aplica
Hospital San Juan de Dios (Los Andes);Los Andes;Avenida;315;Argentina;342490300;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar La Cruz;La Cruz;Avenida;5010;21 de Mayo;332294743;NO;No Aplica;No Aplica
Centro de Salud Familiar Cordillera Andina;Los Andes;Calle;151;Papudo Norte;342508500;NO;No Aplica;No Aplica
Posta de Salud Rural Romeral;Hijuelas;Calle;S/N;Hidráulica;332272505;NO;No Aplica;No Aplica
Posta de Salud Rural Pachacamita;Calera;Calle;48;Camino Principal Pachacamita;332360852;NO;No Aplica;No Aplica
Centro de Salud Familiar San Esteban;San Esteban;Calle;312;Arturo Prat;342492400;NO;No Aplica;No Aplica
Posta de Salud Rural Cariño Botado;San Esteban;Calle;S/N;Las Faldas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Manuel Rodríguez;Calera;Avenida;S/N;Alessandri;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Patricia Guerra;Calera;Pasaje;S/N;Bolognesi;332294731;NO;No Aplica;No Aplica
Hospital Dr. Mario Sánchez Vergara (La Calera);Calera;Calle;1603;Carrera;332293192;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro Comunitario de Salud Familiar Las Cadenas;Santa Maria;Calle;S/N;Pueblo El Llano;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar La Calera;Calera;Calle;1934;Nueva 33;332348843;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Orlando Orrego Torres;Hijuelas;Calle;465;Manuel Rodríguez;332271125;NO;No Aplica;No Aplica
Clínica Los Leones;Calera;Avenida;54;Latorre;332222630;SI;Urgencia Hospitalaria (UEH);No Aplica
SUR HIJUELAS;Hijuelas;Calle;465;Manuel Rodríguez;332271125;SI;Urgencia Ambulatoria (SUR);No Aplica
Asociación Chilena de Seguridad AChS La Calera;Calera;Calle;98;Latorre;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Mutual CCHC La Calera;La Calera;Calle;53;Latorre;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Loncura;Quintero;Calle;1900;Chimbote;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Labocal;Calera;Calle;1187;Carrera;332222855;NO;No Aplica;No Aplica
COSAM La Calera;Calera;Calle;423;Ignacio Carrera Pinto, esq. Zenón Ortiz;982956604;NO;No Aplica;No Aplica
Laboratorio Clínico Pasteur Ltda.;Calera;Calle;300;José Joaquín Pérez;332222524;NO;No Aplica;No Aplica
Laboratorio Clínico Diagnocal;Calera;Calle;507;José Joaquín Pérez, Piso 3;332225144;NO;No Aplica;No Aplica
Centro de Salud Familiar Curimón;San Felipe;Calle;45;Plaza de Curimón;342492690;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Susana Guerra  Guajardo.;Calera;Calle;926;Aconcagua, Sector El Trigal;332298445;NO;No Aplica;No Aplica
Centro de Salud Familiar María Elena Peñaloza Morales;Panquehue;Calle;S/N;El Peral, Población Arturo Prat;342492640;NO;No Aplica;No Aplica
Hospital Adriana Cousiño (Quintero);Quintero;Calle;380;Aránguiz Tudela;322578900;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Catemu;Calle;S/N;Prat;342492540;NO;No Aplica;No Aplica
SAPU Artificio;Calera;Calle;88;Camilo Henríquez;332333207;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Artificio;Calera;Calle;88;Camilo Henríquez;332333365;NO;No Aplica;No Aplica
Centro de Salud Familiar San Felipe El Real;San Felipe;Calle;1900;Sargento Cajales;342492010;NO;No Aplica;No Aplica
COSAM San Felipe;San Felipe;Calle;1900;Sargento Cajales;342492052;NO;No Aplica;No Aplica
Servicio Médico Legal San Felipe;San Felipe;Calle;1800;Padre Hurtado;(34)2515828/9-66177695;NO;No Aplica;No Aplica
Centro Médico y Dental Zona V de Valparaíso;San Felipe;Calle;200;O'Higgins;342334016;NO;No Aplica;No Aplica
Policlínico de la Asociación Chilena de Seguridad AChS Agencia San Felipe;San Felipe;Calle;120;San Martín;342511482;NO;No Aplica;No Aplica
Unidad de Salud Funcionario S.S Aconcagua;San Felipe;Pasaje;928;Juana Ross;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Aconcagua);San Felipe;Pasaje;928;Juana Ross;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Aconcagua);San Felipe;Pasaje;928;Juana Ross;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Lo Calvo;San Esteban;Calle;S/N;Lo Camus;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Santa María Dr. Jorge Ahumada Lemus;Santa Maria;Calle;246;Irarrázabal;342582160;NO;No Aplica;No Aplica
Diálisis del Valle Sede San Felipe;San Felipe;Avenida;264;Maipú;Pendiente;NO;No Aplica;No Aplica
Policlínico Instituto de Seguridad del Trabajo de San Felipe;San Felipe;Calle;565;Merced, Piso 1;992225936;NO;No Aplica;No Aplica
Hospital San Camilo de San Felipe;San Felipe;Calle;2085;Miraflores;342493307;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Diagnóstico San Felipe;San Felipe;Calle;643;Prat;342346000;NO;No Aplica;No Aplica
SUR LAS VENTANAS;Puchuncaví;Calle;S/N;Nueva Germania;322571900;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Ventanas;Puchuncaví;Calle;S/N;Nueva Germania;322571900;NO;No Aplica;No Aplica
SAPU Ventanas;Puchuncaví;Calle;S/N;Nueva Germania;322571900;SI;Urgencia Ambulatoria (SAPU);Verano
SAPU San Felipe;San Felipe;Avenida;370;Santa Teresa;342507300;SI;Urgencia Ambulatoria (SAPU);Pendiente
Centro de Salud Familiar Dr. Segismundo Iturra Taito;San Felipe;Avenida;370;Santa Teresa, Villa Las Acacias;342507300;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar El Polígono;Nogales;Calle;S/N;Las Codornices con calle Los Chincholes;332298434;NO;No Aplica;No Aplica
SUR NOGALES;Nogales;Calle;S/N;Manuel Aldunate;332294901;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Nogales;Nogales;Calle;S/N;Manuel Aldunate;332294901;NO;No Aplica;No Aplica
Centro de Salud Familiar Puchuncaví;Puchuncaví;Avenida;S/N;Bernardo O'Higgins;322575000;NO;No Aplica;No Aplica
SUR PUCHUNCAVÍ;Puchuncaví;No Aplica;S/N;Bernardo O'Higgins;322575000;SI;Urgencia Ambulatoria (SUR);No Aplica
SAPU PUCHUNCAVÍ;Puchuncaví;Calle;S/N;Bernardo O'Higgins S/N;322575000;SI;Urgencia Ambulatoria (SAPU);Verano
Posta de Salud Rural Campos de Ahumada;San Esteban;Calle;S/N;Campos de Ahumada Sector Bajo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Horcón;Puchuncaví;Calle;S/N;Sector Horcón;322796130;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Filomena (Santa María);Santa Maria;Calle;S/N;Lo Galdamez;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Quebrada Herrera;San Felipe;Calle;S/N;Vergara;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Estación Las Coimas;Putaendo;Calle;S/N;Vieja Escultor Ernesto Concha Allende;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Ex Asentamiento El Melón;Nogales;Calle;S/N;Ex Asentamiento El Melón;332281347;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Los Cerrillos;Catemu;Calle;S/N;Los Cerrillos;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar EU Rosa Sanchez G. El Melón;Nogales;Calle;601;Gustavo Filippi Murato;332280256;NO;No Aplica;No Aplica
Posta de Salud Rural Quebrada de Herrera;Putaendo;Calle;S/N;Aldea Quebrada de Herrera;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Orilla (Putaendo);Putaendo;Calle;S/N;Aldea La Orilla;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Maitencillo (Puchuncaví);Puchuncaví;Calle;S/N;Caserío de Maitencillo;322771335;NO;No Aplica;No Aplica
Centro de Salud Familiar Valle de Los Libertadores;Putaendo;Avenida;196;Alessandri;342490503;NO;No Aplica;No Aplica
Hospital San Antonio (Putaendo);Putaendo;Avenida;186;Alessandri;342492700;SI;Urgencia Hospitalaria (UEH);No Aplica
Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo);Putaendo;Calle;2500;José Antonio Salinas;342490600;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Guzmanes;Putaendo;Calle;S/N;Sector Guzmanes;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Piguchén (Putaendo);Putaendo;Calle;S/N;Troncal;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Catapilco;Zapallar;Calle;316;SAN ALFONSO;332285094;NO;No Aplica;No Aplica
SAPU CATAPILCO;Zapallar;No Aplica;S/N;Pueblo Catapilco S/N;332285094;SI;Urgencia Ambulatoria (SAPU);Verano
SAPU  Dr. Johow (Zapallar);Zapallar;No Aplica;S/N;Pueblo Zapallar S/N;332741206;SI;Urgencia Ambulatoria (SAPU);Verano
SUR  Dr. Johow (Zapallar);Zapallar;No Aplica;S/N;Pueblo Zapallar;332741206;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Dr. Johow Zapallar;Zapallar;Calle;S/N;Pueblo Zapallar;332741206;NO;No Aplica;No Aplica
SAPU PAPUDO;Papudo;Calle;19;El Maitén;332791129;SI;Urgencia Ambulatoria (SAPU);Verano
SUR PAPUDO;Papudo;Calle;19;El Maitén;332791129;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Papudo;Papudo;Calle;19;El Maitén;332791129;NO;No Aplica;No Aplica
Posta de Salud Rural Las Puertas;Cabildo;Calle;S/N;Sector Las Puertas;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Raúl Sánchez Bañados;La Ligua;Calle;655;Papudo;332713732-997024905;NO;No Aplica;No Aplica
Hospital San Agustín (La Ligua);La Ligua;Calle;1020;Dr. Víctor Díaz;332293490;SI;Urgencia Hospitalaria (UEH);No Aplica
Policlínico de la Asociación Chilena de Seguridad AChS Agencia La Ligua;La Ligua;Avenida;746;Portales;332711265;NO;No Aplica;No Aplica
Posta de Salud Rural Pueblo de Varas;La Ligua;Calle;S/N;Sector Pueblo de Varas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pullally;Papudo;Calle;S/N;Pueblo de Pullalli;332712309;NO;No Aplica;No Aplica
Posta de Salud Rural Pueblo de Roco;La Ligua;Calle;S/N;Sector Pueblo de Roco;Pendiente;NO;No Aplica;No Aplica
Hospital Dr. Víctor Hugo Moll (Cabildo);Cabildo;Calle;S/N;Aníbal Pinto;332293400;SI;Urgencia Hospitalaria (UEH);No Aplica
Laboratorio Clínico San José Ltda.;Cabildo;Calle;62;San José;332761399;NO;No Aplica;No Aplica
Posta de Salud Rural La Viña;Cabildo;Calle;S/N;Aldea La Viña;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Artificio (Cabildo);Cabildo;Calle;S/N;Pueblo de Artificio;Pendiente;NO;No Aplica;No Aplica
SUR LAS PARCELAS;La Ligua;Avenida;S/N;Aldea Las Parcelas;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Las Parcelas;La Ligua;Calle;S/N;Aldea Las Parcelas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Canela;La Ligua;Calle;S/N;Aldea La Canela;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Pedegua;Petorca;Calle;S/N;Calle Principal;332763506;NO;No Aplica;No Aplica
Posta de Salud Rural Alicahue;Cabildo;Calle;S/N;Caserío Alicahue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pichicuy;La Ligua;Calle;S/N;Pueblo Pichicuy;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Marta;La Ligua;Calle;S/N;Aldea Santa Marta;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Huaquén (La Ligua);La Ligua;Calle;S/N;Sector Huaquén;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Trapiche;La Ligua;Calle;S/N;Aldea El Trapiche;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Hierro Viejo;Petorca;Calle;S/N;Aldea Hierro Viejo;332781468;NO;No Aplica;No Aplica
Hospital de Petorca;Petorca;Calle;860;Manuel Montt;332293610;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Los Molles;La Ligua;Calle;S/N;Pueblo Los Molles;Pendiente;NO;No Aplica;No Aplica
SAPU LOS MOLLES;La Ligua;No Aplica;S/N;Pueblo Los Molles;Pendiente;SI;Urgencia Ambulatoria (SAPU);Verano
Centro de Salud Familiar Chincolco;Petorca;Calle;S/N;O'Higgins;332292950;NO;No Aplica;No Aplica
Hospital Hanga Roa (Isla De Pascua);Isla de Pascua;Calle;S/N;Simón Paoa;322578361;SI;Urgencia Hospitalaria (UEH);No Aplica
Unidad  de Vacunación Móvil de Valparaíso;Valparaíso;No Aplica;No Aplica;No Aplica;No Aplica;NO;No Aplica;No Aplica
Sur Loncura;Quintero;Calle;1900;Chimbote;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
SAPU Maitencillo;Puchuncaví;Calle;361;Padre Enrique del Rio. Maitencillo;32 2771335;SI;Urgencia Ambulatoria (SAPU);Verano
Centro Odontológico Uno Salud Dental Viña del Mar 3;Viña del Mar;Calle;1097;Libertad;Pendiente;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Quilpue;Quilpué;Avenida;406;Los Carrera;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC Valparaíso;Valparaíso;Avenida;1;Argentina oficina n° 5 y6;6002000555;NO;No Aplica;No Aplica
Laboratorio Clínico Integralab SpA;Valparaíso;Calle;1791;Blanco Oficina B-7 Edificio Costanera Pacífico;965762283-33-2455182;NO;No Aplica;No Aplica
SUR Catemu;Catemu;Calle;S/N;Prat;342492540;SI;Urgencia Ambulatoria (SUR);No Aplica
Nucleo Salud Valparaíso;Valparaíso;Calle;1178;Errazuriz;6003650100;NO;No Aplica;No Aplica
Mamógrafo móvil Provincial - Valparaíso.;Valparaíso;Calle;457;Dinamarca;32 2576618;NO;No Aplica;No Aplica
SUR Dr. Jorge Ahumada Lemus;Santa Maria;Calle;720;Lautaro;342508700;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de apoyo comunitario para personas con demencia Quicalcura;Los Andes;Avenida;383;Independencia;350934;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Quillota;Quillota;Calle;351;La Concepcion;6007071010;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental San Felipe;San Felipe;Calle;692;Arturo Prat;6007071010;No;No Aplica;No Aplica
Centro de Salud Mental Comunitario LITORAL;San Antonio;Avenida;2370;Barros Lucos;352206464;NO;No Aplica;No Aplica
Inmunoclin;Viña del Mar;Calle;1182;4 Oriente;978084595;NO;No Aplica;No Aplica
CECOSF CIEN AGUILAS;Villa Alemana;Calle;356;El Ingenio;Pendiente;NO;No Aplica;No Aplica
Uno Salud Dental Valparaíso 2;Valparaíso;Calle;478;Las Heras;6007071010;NO;No Aplica;No Aplica
AQUAMED SPA;La Ligua;Calle;638;Esmeralda;332716964;NO;No Aplica;No Aplica
Centro Traumatologico Quillota Imagen Ltda;Quillota;Avenida;1235;Alemania;33-2269455;NO;No Aplica;No Aplica
Centro de Cuidados Radiológicos CMVM;Viña del Mar;Calle;950;2 Oriente;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC San Felipe;San Felipe;Calle;111;Portus (oficinas 105,106 y 107);(34) 2511586;No;No Aplica;No Aplica
Complejo Clínico Asistencial Docente;Quillota;Calle;900;Bulnes;56 9 7571 8981;No;No Aplica;No Aplica
CLÍNICA RENUEVA;Quillota;Calle;825;LA CONCEPCION;957089956;No;No Aplica;No Aplica
Clinica de la Mujer y Medicina Reproductiva;Viña del Mar;Avenida;2606;Alejandro Navarrete;323142100;NO;No Aplica;No Aplica
Mamógrafo Móvil Servicio de Salud Valparaíso San Antonio;Valparaíso;Calle;S/Nº;Ibsen;986580804;NO;No Aplica;No Aplica
